loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,19338.905512773083,j,37.90156285744358,0,19376.83323111116,19377.850939223787,1,19377.850939223787,X,l,go,l,1,0.5567969639943584,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,19379.113615944912,19380.113497641938,1,19380.113497641938,Y,d,go,d,1,0.44914950103536455,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,19381.26317078149,19382.263637690357,1,19382.263637690357,X,l,go,l,1,0.4609090104842579,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,19383.43016415507,19384.429886337024,1,19384.429886337024,Y,d,go,d,1,0.40459243173079074,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,19385.546965552985,19386.5467396137,1,19386.5467396137,Y,None,nogo,None,1,,19387.34686140758,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,19387.946940631784,19388.946821359114,1,19388.946821359114,X,l,go,l,1,0.4166942440444217,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,19390.063510757085,19391.063219848133,1,19391.063219848133,Y,d,go,d,1,0.44374586729297505,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,19392.213615896428,19393.21316838149,1,19393.21316838149,X,l,go,l,1,0.3898947418839924,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,19394.313183848153,19395.313496575272,1,19395.313496575272,X,None,nogo,None,1,,19396.113509763145,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,19396.71366898731,19397.71346729044,1,19397.71346729044,Y,d,go,d,1,0.53041346163279,,,,,,,,,,,,,,,,19,001,20,w,Psychologie,2023-01-16_14h11.08.258,00_bat_bachelor,2022.2.4,59.997061962887486,
