loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,2071.044007736229,j,20.730533780297264,0,2091.807252941944,2092.821329541155,1,2092.821329541155,X,d,go,None,0,,,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,2094.2353501889156,2095.235955764365,1,2095.235955764365,Y,l,go,None,0,2096.0366584064614,,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,2096.6368971457414,2097.63798756944,1,2097.63798756944,X,d,go,d,1,,0.5967578451381996,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,2098.9388586963178,2099.939613120194,1,2099.939613120194,X,None,nogo,d,0,,0.5193445493641775,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,2101.5908961983514,2102.591646258603,1,2102.591646258603,X,None,nogo,d,0,,0.4263579277903773,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,2104.142652052047,2105.1436542333686,1,2105.1436542333686,Y,l,go,None,0,2105.9442487542983,,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,2106.5444986450893,2107.545441190072,1,2107.545441190072,X,d,go,None,0,,,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,2108.9465062077506,2109.9474283891323,1,2109.9474283891323,Y,l,go,l,1,,0.5598356812261045,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,2111.2146641383297,2112.215620259085,1,2112.215620259085,X,d,go,d,1,,0.45108615822391585,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,2113.383039329434,2114.3838262381323,1,2114.3838262381323,Y,l,go,l,1,,0.5541261082398705,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,2115.6680777366855,2116.6690081604756,1,2116.6690081604756,Y,None,nogo,None,1,2117.4695876511105,,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,2118.0701284508395,2119.0708334202063,1,2119.0708334202063,X,d,go,d,1,,0.38014073806698434,,,,,,,,,,,,,,,,,46,001, 21,w,Bildungswissenschaft und Psychologie,2023-01-18_15h12.15.485,00_bat_bachelor,2022.2.4,59.94039385204346,
