loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,stimulus.stopped,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,745.3559584756149,j,19.937126834702212,0,765.3184714271338,766.33285688865,1,766.33285688865,X,l,go,None,0,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,767.7335150222934,768.7345157500531,1,768.7345157500531,Y,d,go,None,0,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,770.1357367930759,771.136113520537,1,771.136113520537,X,l,go,l,1,0.37796195756527595,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,772.2206522281922,773.2213368345692,1,773.2213368345692,Y,d,go,d,1,0.292743491998408,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,774.2218847136246,775.2226420473307,1,775.2226420473307,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,776.6238868479268,777.6247096362058,1,777.6247096362058,X,l,go,l,1,0.3213321119255852,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,778.6589001982356,779.6595683197957,1,779.6595683197957,Y,d,go,d,1,0.43066355885821395,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,780.7934670513787,781.7943276578444,1,781.7943276578444,Y,None,nogo,d,0,0.6476120277075097,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,783.5458533555502,784.5463813558163,1,784.5463813558163,X,l,go,l,1,0.43932441156357527,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,785.6974427623791,786.6983969446737,1,786.6983969446737,Y,d,go,d,1,0.44794017329695635,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,787.8491771389963,788.8497090180463,1,788.8497090180463,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,790.2510076368344,791.2520335767476,1,791.2520335767476,X,l,go,l,1,0.4533200547157321,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,792.4194809306646,793.420357052295,1,793.420357052295,Y,d,go,d,1,0.2850455488660373,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,794.4211459011422,795.4219158409105,1,795.4219158409105,X,l,go,l,1,0.26716141897486523,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,796.4056898936688,797.4064889243455,1,797.4064889243455,Y,d,go,d,1,0.36310376852634363,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,813.5687047605752,813.7689089788473,0.2,813.7689089788473,X,l,go,l,1,0.38488996092928573,798.4844055681897,j,15.0643302903336,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,814.8697536338004,815.0698565187049,0.2,815.0698565187049,Y,d,go,d,1,0.20440696430159733,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,815.9872780544392,816.1872117271123,0.2,816.1872117271123,X,l,go,l,1,0.2706649358442519,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,817.1715157195285,817.3714484225202,0.2,817.3714484225202,Y,d,go,d,1,0.17425616181571968,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,818.2557353967277,818.4558407058648,0.2,818.4558407058648,Y,None,nogo,None,1,,,,,819.2566018213693,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,819.8565953244106,820.0568557851366,0.2,820.0568557851366,X,l,go,l,1,0.2885510051273741,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,821.05788124018,821.2578900644148,0.2,821.2578900644148,Y,d,go,d,1,0.2713412998127751,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,822.2421382992179,822.4423119720304,0.2,822.4423119720304,X,l,go,l,1,0.22362733725458384,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,823.3762915763655,823.5764133703778,0.2,823.5764133703778,Y,d,go,d,1,0.33786302903899923,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,824.6272017586452,824.827412279963,0.2,824.827412279963,X,l,go,l,1,0.3025471331202425,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,825.844835803553,826.0450060824223,0.2,826.0450060824223,Y,d,go,d,1,0.3009830111404881,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,827.0621037876699,827.2621989150066,0.2,827.2621989150066,X,l,go,l,1,0.2675997222249862,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,828.2299836266611,828.4300918449007,0.2,828.4300918449007,X,None,nogo,d,0,0.23537231265800074,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,829.780800863402,829.9813381727727,0.2,829.9813381727727,Y,d,go,d,1,0.460581633989932,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,831.1488475873193,831.3489548358484,0.2,831.3489548358484,X,l,go,l,1,0.27725015114992857,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.3806236996897,None,,,832.3806236996897,832.3806236996897,space,4.287784459273098,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,837.6872042119794,X,l,go,l,1,0.3060472560173366,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,839.1046211416251,Y,d,go,d,1,0.2011065990664065,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,840.4223880835634,X,l,go,l,1,0.21156284658354707,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,841.7402597528417,Y,d,go,d,1,0.23758613190148026,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,843.0910967714444,Y,None,nogo,l,0,0.29462470501312055,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,844.4923764811538,X,l,go,l,1,0.269682632322656,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,845.8766942432267,Y,d,go,d,1,0.22851752146380022,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,847.2110459204996,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,849.0125129757507,X,l,go,l,1,0.29353137116413563,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,850.4135347459523,Y,d,go,d,1,0.2680346315319184,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,851.7978694777412,X,l,go,l,1,0.3560196438920684,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,853.2654284923337,Y,d,go,d,1,0.2962891906790901,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,854.6669031112106,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,856.4679662874842,X,l,go,l,1,0.27746881791972555,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,857.8523417465913,Y,d,go,d,1,0.2537020184972789,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,859.2202706522366,X,l,go,l,1,0.24500092340167612,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,860.5711168829584,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,862.3726818776631,Y,d,go,d,1,0.24526759018772282,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,863.7237104114902,X,l,go,l,1,0.22164236661046743,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,865.0580713008821,Y,d,go,d,1,0.1993916891515255,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,866.3588646588323,Y,None,nogo,l,0,0.21030611867900006,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,867.676690752327,X,l,go,l,1,0.2216399423778057,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,869.0110390356567,Y,d,go,d,1,0.3265199931920506,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,870.4453039734799,Y,None,nogo,l,0,0.25211462381412275,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,871.8132702125004,X,l,go,l,1,0.22880164280650206,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,873.1476097685227,Y,d,go,None,0,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,874.9489454297873,X,l,go,l,1,0.34037018174421974,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,876.3999841939367,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,878.2014342794719,Y,d,go,d,1,0.27210978502989747,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,879.5858271931356,X,l,go,l,1,0.2642867509275675,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,880.9533342804061,Y,d,go,d,1,0.2718179060902912,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,882.3375836788327,X,l,go,l,1,0.29611803908483125,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,883.7389244794613,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,885.5406131105847,Y,d,go,d,1,0.3569864322489593,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,887.0083844889014,X,l,go,l,1,0.3936977227567695,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,888.5095823076845,X,None,nogo,None,1,,,,,889.3100069381762,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,890.3107957870525,Y,d,go,d,1,0.3222232638800051,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,891.7448561187193,X,l,go,l,1,0.26409523567417637,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,893.1126133879297,X,None,nogo,l,0,0.5286893033480737,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,894.7473341805162,Y,d,go,d,1,0.4782456425309647,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,896.3315579789341,X,l,go,l,1,0.6376129925192799,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,898.08324028278,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,899.8847194592527,Y,d,go,d,1,0.332967511494644,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,901.3188336091116,X,l,go,l,1,0.290719733457081,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,902.7199087126646,Y,d,go,d,1,0.3935401469061617,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,904.2212059254234,X,l,go,l,1,0.42803858791012317,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,905.7558025482576,Y,d,go,d,1,0.3496269134921022,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,907.206863615429,X,l,go,l,1,0.40290596964769065,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,908.7247285938065,Y,d,go,d,1,0.2935560984478798,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,910.125714970025,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,911.9271776616515,X,l,go,l,1,0.29062324852566235,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,51,0,51,0,,,,,,,51,,,1,913.3282125227561,Y,d,go,d,1,0.3290775702043902,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,52,0,52,0,,,,,,,52,,,1,914.76261418793,X,l,go,l,1,0.2873839742387645,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,53,0,53,0,,,,,,,53,,,1,916.163763958175,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,54,0,54,0,,,,,,,54,,,1,917.965113680053,Y,d,go,d,1,0.2527706241235137,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,55,0,55,0,,,,,,,55,,,1,919.3326120400452,X,l,go,l,1,0.24524431745521724,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,56,0,56,0,,,,,,,56,,,1,920.6836177859805,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,57,0,57,0,,,,,,,57,,,1,922.4851590231119,Y,d,go,d,1,0.34114836395019665,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,58,0,58,0,,,,,,,58,,,1,923.936000453803,X,l,go,l,1,0.39354644998093136,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,59,0,59,0,,,,,,,59,,,1,925.4374557272531,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,60,0,60,0,,,,,,,60,,,1,927.2388418127666,Y,d,go,d,1,0.25848165721981786,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
,,,,,,,,,,,,0,0,0,0,61,0,61,0,,,,,,,61,,,1,928.6065772637958,X,l,go,l,1,0.29921525268582627,,,,,,,,,,,,,,,,,13,001,19,w,Psychologie,2023-01-11_09h04.03.547,00_bat_bachelor,2022.2.4,59.88099281817125,
