loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,1609.684910571992,j,15.924584221585974,0,1625.6297095220034,1626.6435989967504,1,1626.6435989967504,X,d,go,d,1,0.4027604322654952,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,1627.7619438961628,1628.7626062001546,1,1628.7626062001546,Y,l,go,l,1,0.4602591825678246,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,1629.9294927459305,1630.9304352927575,1,1630.9304352927575,X,d,go,d,1,0.38835944162201486,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,1632.0313862274706,1633.0317600461967,1,1633.0317600461967,Y,l,go,l,1,0.36625856099271914,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,1634.099437720397,1635.100234327616,1,1635.100234327616,X,d,go,d,1,0.4586606347875204,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,1636.2676745711651,1637.2683882691708,1,1637.2683882691708,X,None,nogo,d,0,0.46613361535492004,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,1638.8531285136414,1639.853918332974,1,1639.853918332974,Y,l,go,None,0,,1640.6543611942252,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,1641.2549836436156,1642.2557472810877,1,1642.2557472810877,X,d,go,None,0,,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,1643.6567752583396,1644.6575864110346,1,1644.6575864110346,Y,l,go,None,0,,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,1646.0585697821625,1647.059385783352,1,1647.059385783352,X,d,go,None,0,,1647.860142342026,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,1648.460475821299,1649.4613480649932,1,1649.4613480649932,Y,l,go,None,0,,1650.2618772293972,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,1650.8621937389507,1651.8630824675165,1,1651.8630824675165,X,d,go,None,0,,1652.6634909044733,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,1653.2641802630533,1654.2648881428686,1,1654.2648881428686,Y,l,go,l,1,0.4941045651321474,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,1655.4658755867313,1656.466116071926,1,1656.466116071926,Y,None,nogo,d,0,0.276981825074472,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,1657.850766328389,1658.8514392990655,1,1658.8514392990655,X,d,go,d,1,0.4510005024349084,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,1675.6812679000286,1675.8814121911455,0.2,1675.8814121911455,X,d,go,d,1,0.5413143307669088,,1660.029708164424,j,15.628486336350761,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,1677.1321703740687,1677.3326201201744,0.2,1677.3326201201744,Y,l,go,l,1,0.35424157381567056,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,1678.4001164607762,1678.5999751757226,0.2,1678.5999751757226,X,d,go,d,1,0.6066084863487049,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,1679.9176575771999,1680.1180413838192,0.2,1680.1180413838192,Y,l,go,l,1,0.5138607150802272,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,1681.3355078819513,1681.5357195671095,0.2,1681.5357195671095,X,d,go,d,1,0.43920993982828804,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,1682.6866303320712,1682.886771714093,0.2,1682.886771714093,Y,l,go,l,1,0.49626699251894024,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,1684.0876612184184,1684.2878186004637,0.2,1684.2878186004637,X,d,go,d,1,0.43863490869262023,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,1685.438495668117,1685.6389042020455,0.2,1685.6389042020455,Y,l,go,None,0,,1686.4393121541507,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,1687.0399089065359,1687.2399208338247,0.2,1687.2399208338247,Y,None,nogo,None,1,,1688.0405266044036,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,1688.64115681138,1688.841346193476,0.2,1688.841346193476,X,d,go,d,1,0.38193034136202186,,,,,,,,,,,,,,,,,,54,001,22,m,Psychologie,2023-01-23_15h30.26.053,00_bat_bachelor,2022.2.4,59.95160263635653,
