loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,124.01791806929396,j,16.433344909601146,0,140.48434302271926,141.51120800542412,1,141.51120800542412,X,d,go,None,0,,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,142.89718540469767,143.89993740603677,1,143.89993740603677,Y,l,go,None,0,,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,145.3165499716706,146.31647772921133,1,146.31647772921133,X,d,go,None,0,147.1171093901212,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,147.71786701472593,148.71839743922465,1,148.71839743922465,Y,l,go,l,1,,0.6083689944643993,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,150.0695103367325,151.07027251893305,1,151.07027251893305,X,d,go,d,1,,0.4813808116596192,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,152.25461588101462,153.25530145710218,1,153.25530145710218,Y,l,go,l,1,,0.377076276257867,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,154.3559739907796,155.35689762758557,1,155.35689762758557,X,d,go,d,1,,0.4661318345752079,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,156.54052098933607,157.54111832295894,1,157.54111832295894,Y,l,go,d,0,,0.34771868627285585,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,158.59215204467182,159.592918590497,1,159.592918590497,X,d,go,d,1,,0.45447704105754383,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,160.76036788380588,161.76099236897426,1,161.76099236897426,Y,l,go,l,1,,0.28679889914928935,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,162.76178170269122,163.7624987939489,1,163.7624987939489,Y,None,nogo,l,0,,0.39790052876924165,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,165.2801877722086,166.28152207587846,1,166.28152207587846,X,d,go,d,1,,0.309174182737479,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,167.31564233487006,168.31653688073857,1,168.31653688073857,Y,l,go,l,1,,0.45134734257590026,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,169.4840147801151,170.484724113805,1,170.484724113805,X,d,go,d,1,,0.4267965428007301,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,171.63571182338637,172.63636006612796,1,172.63636006612796,Y,l,go,l,1,,0.3393123791611288,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,189.18224736108095,189.38242442783667,0.2,189.38242442783667,X,d,go,d,1,,0.6175816050090361,173.71822580278968,j,15.436770365806296,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,190.71664858987788,190.91682808089536,0.2,190.91682808089536,Y,l,go,l,1,,0.4594680737936869,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,192.08417458625627,192.28462559255422,0.2,192.28462559255422,X,d,go,d,1,,0.5308358659676742,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,193.51877746364335,193.71882750003715,0.2,193.71882750003715,X,None,nogo,None,1,194.51937576697674,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,195.12000975516276,195.32017130675376,0.2,195.32017130675376,Y,l,go,l,1,,0.5198923455318436,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,196.55422232931596,196.7545380628144,0.2,196.7545380628144,X,d,go,d,1,,0.620872758096084,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,198.0887738612364,198.28887432187912,0.2,198.28887432187912,Y,l,go,l,1,,0.5751369783538394,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,199.57324294460705,199.77362025386537,0.2,199.77362025386537,X,d,go,d,1,,0.5143815549672581,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,200.99100120775984,201.19111233507283,0.2,201.19111233507283,X,None,nogo,None,1,201.99191272334429,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,202.59235374175478,202.79237468721112,0.2,202.79237468721112,X,None,nogo,d,0,,0.35974487391649745,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,204.26013733824948,204.46049428387778,0.2,204.46049428387778,Y,l,go,None,0,205.26105758111225,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,205.86153205408482,206.06162960562506,0.2,206.06162960562506,X,d,go,None,0,206.86229617564823,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,207.46256652730517,207.6628672304796,0.2,207.6628672304796,X,None,nogo,None,1,208.46355610355386,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,209.06405384922982,209.2639647340402,0.2,209.2639647340402,Y,l,go,l,1,,0.5127480996306986,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,210.481746172969,210.68190239122487,0.2,210.68190239122487,X,d,go,d,1,,0.598458201799076,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.03226183381048,None,,212.03226183381048,212.03226183381048,space,5.986603359662695,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,219.0380615942122,X,d,go,d,1,,0.48128626617835835,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,220.62284927169094,Y,l,go,l,1,,0.4652159553661477,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,222.19061730452813,X,d,go,d,1,,0.3853070681216195,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,223.69159597167163,Y,l,go,l,1,,0.42051823672954924,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,225.2261101702461,Y,None,nogo,l,0,,0.5011960940028075,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,226.8439989546605,X,d,go,d,1,,0.45192140343715437,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,228.41193086639396,Y,l,go,l,1,,0.54859393517836,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,230.0632199094398,X,d,go,d,1,,0.4004333784978371,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,231.56425384932663,Y,l,go,l,1,,0.3555315385456197,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,233.03199662157567,X,d,go,d,1,,0.43955485202604905,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,234.58337143436074,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,236.38457764100167,Y,l,go,l,1,,0.44873788676341064,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,237.9358394840383,X,d,go,d,1,,0.44866564430412836,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,239.48767538796528,Y,l,go,l,1,,0.46394177290494554,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,241.08882089154213,Y,None,nogo,l,0,,0.35043577846954577,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,242.57284294441342,X,d,go,d,1,,0.4028702281648293,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,244.09087228646968,Y,l,go,l,1,,0.4691626239218749,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,245.67546263051918,X,d,go,d,1,,0.6129062087857164,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,247.39294370566495,Y,l,go,l,1,,0.4134922939410899,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,248.9276605709747,Y,None,nogo,None,1,249.72806629238767,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,250.72881780791795,X,d,go,d,1,,0.3437274116149638,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,252.1799118448107,Y,l,go,l,1,,0.33214970902190544,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,253.61463351012208,Y,None,nogo,None,1,254.41519680735655,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,255.4158052925195,X,d,go,d,1,,0.28098556300392374,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,256.80026317588636,Y,l,go,l,1,,0.33526680144132115,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,258.2514958795218,Y,None,nogo,None,1,259.0519132372865,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,260.05266329826554,X,d,go,d,1,,0.26768034443375655,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,261.4372331816994,Y,l,go,l,1,,0.37011336380965076,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,262.9216731741326,Y,None,nogo,None,1,263.72228931990685,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,264.7228527140978,X,d,go,d,1,,0.30046193610178307,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,266.1239268479694,Y,l,go,l,1,,0.2920449623197783,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,267.52519055767334,Y,None,nogo,None,1,268.32562536999467,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,269.32656937045977,X,d,go,d,1,,0.3380066815589089,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,270.77748401332065,Y,l,go,l,1,,0.4378826087631751,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,272.32877494729473,X,d,go,d,1,,0.5347306557232514,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,273.9799049599678,Y,l,go,l,1,,0.46798395668156445,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,275.56464221316855,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,277.36581302585546,X,d,go,d,1,,0.2978282378462609,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,278.7670854628377,Y,l,go,l,1,,0.49712287992588244,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,280.3683007846412,X,d,go,d,1,,0.4487393413146492,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,281.919304688141,X,None,nogo,None,1,282.72011380369077,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,283.7208861676918,Y,l,go,l,1,,0.3920576168457046,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,285.22201610764023,X,d,go,d,1,,0.3460464430390857,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,286.673259477946,Y,l,go,l,1,,0.6239016080508009,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,288.40776940982323,X,d,go,d,1,,0.3766699730185792,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,289.89205667492934,X,None,nogo,None,1,290.69283282075776,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,291.6934286998585,Y,l,go,l,1,,0.3377666814485565,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,293.14471037319163,X,d,go,d,1,,0.3600202679808717,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,294.612607327319,X,None,nogo,None,1,295.4128797153244,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,296.4137907460681,Y,l,go,l,1,,0.2756590149656404,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,297.79804499298916,X,d,go,d,1,,0.29872423826600425,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,51,0,51,0,,,,,,,51,,,1,299.1989950055722,X,None,nogo,d,0,,0.3523722642858047,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,52,0,52,0,,,,,,,52,,,1,300.6667789899511,Y,l,go,l,1,,0.5170254350232426,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,53,0,53,0,,,,,,,53,,,1,302.28488353206194,X,d,go,d,1,,0.4988794868113473,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,54,0,54,0,,,,,,,54,,,1,303.88604745990597,Y,l,go,l,1,,0.562386426696321,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,55,0,55,0,,,,,,,55,,,1,305.5540666928864,X,d,go,d,1,,0.39800768037093803,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,56,0,56,0,,,,,,,56,,,1,307.05496972362744,Y,l,go,l,1,,0.4657347434840631,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,57,0,57,0,,,,,,,57,,,1,308.62311836270965,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,58,0,58,0,,,,,,,58,,,1,310.42444238762255,X,d,go,d,1,,0.27965465327724814,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,59,0,59,0,,,,,,,59,,,1,311.80858366476605,Y,l,go,l,1,,0.3186015812389087,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,60,0,60,0,,,,,,,60,,,1,313.24312932998873,X,d,go,d,1,,0.32574825137271546,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
,,,,,,,,,,,,0,0,0,0,61,0,61,0,,,,,,,61,,,1,314.6776429952297,Y,l,go,l,1,,0.33097685998654924,,,,,,,,,,,,,,,,16,001,20,w,Psychologie,2023-01-12_08h58.45.337,00_bat_bachelor,2022.2.4,59.865350069776945,
