loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,144.76092970790341,j,16.211920071858913,0,160.99955636356026,162.01274183066562,1,162.01274183066562,X,d,go,d,1,0.5740590896457434,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,163.29538501380011,164.29592998418957,1,164.29592998418957,Y,l,go,l,1,0.383758298587054,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,165.38008085358888,166.38105976348743,1,166.38105976348743,X,d,go,d,1,0.3478615367785096,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,167.43268890446052,168.43319120816886,1,168.43319120816886,Y,l,go,l,1,0.3267327891662717,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,169.48426131810993,170.48503659153357,1,170.48503659153357,Y,None,nogo,None,1,,171.2855547014624,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,171.8859237683937,172.8865720112808,1,172.8865720112808,X,d,go,d,1,0.36946398206055164,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,173.9877856853418,174.98821380687878,1,174.98821380687878,Y,l,go,l,1,0.34711923310533166,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,176.05568587221205,177.05664829770103,1,177.05664829770103,X,d,go,d,1,0.43904417054727674,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,178.22425961168483,179.22497573355213,1,179.22497573355213,Y,l,go,l,1,0.38285647984594107,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,180.3259445587173,181.3265768014826,1,181.3265768014826,X,d,go,d,1,0.36213355092331767,,,,,,,,,,,,,,,,,,12,001,21,w,Psychologie,2023-01-10_10h31.59.632,00_bat_bachelor,2022.2.4,59.99522945592579,
