loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus.stopped,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,199.27383770854794,j,20.484743561974028,0,219.78209492465248,220.7965070528444,1,220.7965070528444,221.59688950152486,X,l,go,None,0,,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,222.1974211866327,223.19826433857088,1,223.19826433857088,,Y,d,go,d,1,0.38158278467017226,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,224.28229589445982,225.28279625833966,1,225.28279625833966,,X,l,go,l,1,0.2801189779129345,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,226.26720982653205,227.2679026753467,1,227.2679026753467,,X,None,nogo,l,0,0.42282304709078744,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,228.8025138436351,229.80291772264172,1,229.80291772264172,,Y,d,go,None,0,,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,231.20428373542381,232.20485779631417,1,232.20485779631417,,X,l,go,l,1,0.5248182480572723,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,233.43941984942649,234.44001088000368,1,234.44001088000368,,Y,d,go,d,1,0.30687293026130646,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,235.4572559792723,236.45832458586665,1,236.45832458586665,,X,l,go,l,1,0.3199914820725098,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,237.4925044812262,238.49312460274086,1,238.49312460274086,,Y,d,go,d,1,0.33296797319781035,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,239.52732195265708,240.52820340762264,1,240.52820340762264,,X,l,go,l,1,0.34655537371872924,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,241.57887009886326,242.57952609917265,1,242.57952609917265,,Y,d,go,d,1,0.35881525845616125,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,243.64705582888564,244.6479178899026,1,244.6479178899026,,X,l,go,l,1,0.3391944004688412,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,245.69884688430466,246.69913100564736,1,246.69913100564736,,Y,d,go,d,1,0.3829762398963794,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,247.78329783433583,248.78437710757134,1,248.78437710757134,249.58485991993803,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,250.18554675663472,251.18626578728436,1,251.18626578728436,,X,l,go,l,1,0.3133849334262777,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,266.9982419385342,267.19822409612243,0.2,267.19822409612243,,X,l,go,None,0,,252.21386580067337,j,14.75939387694234,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,268.59946113915066,268.79957517556613,0.2,268.79957517556613,,Y,d,go,d,1,0.6179562325996812,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,270.1339060043101,270.33428670754074,0.2,270.33428670754074,,X,l,go,l,1,0.4129515271342825,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,271.4518513705989,271.6517026190122,0.2,271.6517026190122,,X,None,nogo,None,1,,,,,,,,,,,,,,,,,15,001,20,w,Psychologie,2023-01-11_13h32.44.947,00_bat_bachelor,2022.2.4,59.979556050055734,
