loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus.stopped,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,157.04710640141275,j,21.055258717067773,0,178.12956890687929,179.14246587033267,1,179.14246587033267,179.94282427015423,X,l,go,None,0,,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,180.54345622136316,181.54410737256694,1,181.54410737256694,182.34468104501138,Y,d,go,None,0,,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,182.94514717812126,183.94559323850262,1,183.94559323850262,,X,l,go,l,1,0.5060318318573991,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,185.16351652677986,186.1639829508058,1,186.1639829508058,,Y,d,go,d,1,0.6235546839598101,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,187.49835466747754,188.49909454589942,1,188.49909454589942,,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,189.90054113914084,190.9012892599858,1,190.9012892599858,,X,l,go,l,1,0.5427649049524916,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,192.15212792625243,193.15264525932434,1,193.15264525932434,,Y,d,go,None,0,,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,194.5539740344393,195.5548259128118,1,195.5548259128118,,X,l,go,l,1,0.5130378890607972,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,196.77239817097143,197.77311138274672,1,197.77311138274672,,X,None,nogo,None,1,,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,199.17415506708494,200.17489349097013,1,200.17489349097013,,Y,d,go,d,1,0.42091235796397086,,,,,,,,,,,,,,,,29,001,27,m,100% B.Sc. Psychologie,2023-01-17_12h07.05.522,00_bat_bachelor,2022.2.4,59.87635719872794,
