loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,1611.4413097897268,1612.441872699088,1,1612.441872699088,X,None,nogo,d,0,,0.15083695935027208,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,1613.709403980316,1614.7104706475002,1,1614.7104706475002,Y,l,go,d,0,,0.1867264312968473,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,1615.6111290235785,1616.611871811816,1,1616.611871811816,X,d,go,d,1,,0.44621795105194906,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,1617.762469218167,1618.7632154003477,1,1618.7632154003477,X,None,nogo,d,0,,0.35793087794081657,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,1658.1271884253038,1658.3271793101485,0.2,1658.3271793101485,X,d,go,d,1,,0.345594871960202,1620.2657363712642,j,37.835150503258774,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,1659.377869274118,1659.5779707044712,0.2,1659.5779707044712,Y,l,go,l,1,,0.3112384916676092,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,1660.5954320462697,1660.7957085070084,0.2,1660.7957085070084,X,d,go,d,1,,0.1650919965650246,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,1661.663114988176,1661.863064176032,0.2,1661.863064176032,Y,l,go,l,1,,0.16978727156674722,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,1662.7472469077547,1662.9472198531985,0.2,1662.9472198531985,X,d,go,d,1,,0.20629298624044168,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,1663.8648479344702,1664.0649382133015,0.2,1664.0649382133015,X,None,nogo,l,0,,0.20878316926246043,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,1665.3823555793242,1665.5826514340115,0.2,1665.5826514340115,Y,l,go,l,1,,0.5943775380364968,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,1666.8835349738329,1667.0836916769404,0.2,1667.0836916769404,X,d,go,d,1,,0.32486952858016593,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,1668.1178216328808,1668.3180205178287,0.2,1668.3180205178287,Y,l,go,l,1,,0.3064176408443018,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,1669.335477495988,1669.5353006231744,0.2,1669.5353006231744,X,d,go,d,1,,0.241859064091841,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,1670.4863464176233,1670.6865031207271,0.2,1670.6865031207271,Y,l,go,l,1,,0.5480613943655044,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,1671.9374937878747,1672.1373823696376,0.2,1672.1373823696376,X,d,go,d,1,,0.3127274620856042,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,1673.1550958327716,1673.355060535785,0.2,1673.355060535785,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,1674.756260730308,1674.956387857641,0.2,1674.956387857641,Y,l,go,l,1,,0.43643709782190854,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,1676.107280536864,1676.3074808763522,0.2,1676.3074808763522,X,d,go,d,1,,0.23758754686423345,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.288034079047,None,,1677.288034079047,1677.288034079047,space,14.683957702683983,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,1693.003466183498,X,d,go,d,1,,0.3899134389030223,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,1694.5046160022357,Y,l,go,l,1,,0.3929359858229873,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,1696.0056804876003,X,d,go,d,1,,0.37948482778665493,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,1697.4902770861954,Y,l,go,l,1,,0.54373266499897,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,1699.141554008027,Y,None,nogo,d,0,,0.42903345786908176,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,1700.6760526914186,X,d,go,d,1,,0.46239250434882706,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,1702.2438381788306,Y,l,go,l,1,,0.46143686752111535,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,1703.8117245147732,X,d,go,d,1,,0.3820419199364551,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,1705.296265355766,Y,l,go,l,1,,0.4482664368915721,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,1706.8473584714447,Y,None,nogo,d,0,,0.35382954261876876,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,1708.3150658497289,X,d,go,None,0,,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,1710.1165033292127,Y,l,go,l,1,,0.36581548782487516,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,1711.584284889348,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,1713.3862784903176,Y,None,nogo,l,0,,0.5664764335997461,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,1715.0874453757315,X,d,go,d,1,,0.6572149018356868,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,1716.8721468471012,Y,l,go,l,1,,0.35942857563713915,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,1718.3732990900826,X,d,go,d,1,,0.36400166876410367,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,1719.8577419916328,Y,l,go,l,1,,0.3347308666925528,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,1721.3258566428376,X,d,go,d,1,,0.24256597352359677,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,1722.6933002149344,Y,l,go,l,1,,0.31560891802655533,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,1724.1444485548818,Y,None,nogo,d,0,,0.24036427548344363,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,1725.5123226726391,X,d,go,d,1,,0.4562043801342952,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,1727.096612895326,Y,l,go,l,1,,0.1995453466042818,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,1728.4312579060643,Y,None,nogo,d,0,,0.20910704820926185,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,1729.7823223187006,X,d,go,d,1,,0.3944462895851757,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,1731.3001199030878,Y,l,go,l,1,,0.4925171250142739,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,1732.9178016571168,Y,None,nogo,None,1,1733.7187751363745,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,1734.719329318461,X,d,go,d,1,,0.5132638017385034,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,1736.353663686623,Y,l,go,l,1,,0.41492726921569556,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,1737.8882045518549,X,d,go,d,1,,0.6561147800894105,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,1739.673118871815,Y,l,go,l,1,,0.37507561352686025,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,1741.190691001546,X,d,go,d,1,,0.5058528890549496,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,1742.825296400144,X,None,nogo,None,1,1743.625898970131,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,1744.6268929100079,Y,l,go,l,1,,0.47812245136810816,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,1746.2281664136572,X,d,go,d,1,,0.41194399503729073,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,1747.7625749151885,Y,l,go,l,1,,0.3178135251546337,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,1749.2136689520812,Y,None,nogo,d,0,,0.17872351832556888,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,1750.5147498253318,X,d,go,d,1,,0.4295100641611498,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,1752.0823549490196,Y,l,go,l,1,,0.509289496782003,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,1753.7333361131314,X,d,go,d,1,,0.5237821098671702,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,1755.3847919441396,Y,l,go,l,1,,0.26426392344001215,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,1756.7524730921068,Y,None,nogo,None,1,1757.5530940863464,,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,1758.553635662367,X,d,go,d,1,,0.4399391601255047,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,1760.1050216266776,Y,l,go,l,1,,0.31197982535741176,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,1761.5225631624526,X,d,go,d,1,,0.47835954239417333,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,1763.107127809515,Y,l,go,l,1,,0.3173180097655859,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,1764.5248521332614,X,d,go,d,1,,0.4684875376042328,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,1766.1095952046526,X,None,nogo,l,0,,0.194227525844326,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,1767.4270988737444,X,None,nogo,d,0,,0.26930925921624294,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,1768.811479181324,Y,l,go,l,1,,0.2618547101446893,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,1770.179402753649,X,d,go,d,1,,0.301311214127054,,,,,,,,,,,,,,,,10,001,21,m,Bsc. Psychologie 100%,2023-01-09_14h07.27.419,00_bat_bachelor,2022.2.4,60.03909456626929,
