loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,1,0,1,0,90,0,90,0,,,,,,,90,,,0.2,1651.752532968414,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,91,0,91,0,,,,,,,91,,,0.2,1652.753193331766,Y,d,go,d,1,,0.40321502392180264,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,92,0,92,0,,,,,,,92,,,0.2,1653.470481711207,X,l,go,l,1,,0.38965090923011303,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,93,0,93,0,,,,,,,93,,,0.2,1654.171157735167,X,None,nogo,None,1,1654.9715461955639,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,94,0,94,0,,,,,,,94,,,0.2,1655.1720018559135,Y,d,go,d,1,,0.4321512521710247,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,95,0,95,0,,,,,,,95,,,0.2,1655.905763924471,X,l,go,None,0,1656.7061994151445,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,96,0,96,0,,,,,,,96,,,0.2,1656.9065944694448,Y,d,go,l,0,,0.36260898294858634,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,97,0,97,0,,,,,,,97,,,0.2,1657.5736583884573,X,l,go,None,0,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,98,0,98,0,,,,,,,98,,,0.2,1658.57426881243,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,99,0,99,0,,,,,,,99,,,0.2,1659.5752700240118,Y,d,go,d,1,,0.3176267017843202,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,100,0,100,0,,,,,,,100,,,0.2,1660.2090767470654,X,l,go,None,0,1661.0095001165755,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,101,0,101,0,,,,,,,101,,,0.2,1661.2098651103443,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,102,0,102,0,,,,,,,102,,,0.2,1662.2105986856623,Y,d,go,None,0,1663.011072964291,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,103,0,103,0,,,,,,,103,,,0.2,1663.2111620793585,X,l,go,d,0,,0.29768440837506205,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,104,0,104,0,,,,,,,104,,,0.2,1663.8118197275326,Y,d,go,None,0,1664.6124210363487,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,105,0,105,0,,,,,,,105,,,0.2,1664.8124122121371,X,l,go,l,1,,0.23197341000195593,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,106,0,106,0,,,,,,,106,,,0.2,1665.3463654078078,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,107,0,107,0,,,,,,,107,,,0.2,1666.3468420136487,Y,d,go,d,1,,0.09053056943230331,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,108,0,108,0,,,,,,,108,,,0.2,1666.747455152683,X,l,go,l,1,,0.41079271712806076,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,109,0,109,0,,,,,,,109,,,0.2,1667.4646358959144,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,110,0,110,0,,,,,,,110,,,0.2,1668.4654184409883,Y,d,go,d,1,,0.35490959265735,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,111,0,111,0,,,,,,,111,,,0.2,1669.1323364205891,X,l,go,l,1,,0.4566671191714704,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,112,0,112,0,,,,,,,112,,,0.2,1669.8998899878934,X,None,nogo,None,1,1670.700432630023,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,113,0,113,0,,,,,,,113,,,0.2,1670.9007302299142,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,114,0,114,0,,,,,,,114,,,0.2,1671.9013770174934,Y,d,go,d,1,,0.37506182538345456,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,115,0,115,0,,,,,,,115,,,0.2,1672.5852152314037,X,l,go,l,1,,0.6515407216502354,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,116,0,116,0,,,,,,,116,,,0.2,1673.5526474895887,Y,d,go,d,1,,0.4681386287556961,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,117,0,117,0,,,,,,,117,,,0.2,1674.3362878368935,X,l,go,l,1,,0.4839369241381064,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,118,0,118,0,,,,,,,118,,,0.2,1675.1371078122174,Y,d,go,d,1,,0.4035039934096858,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,119,0,119,0,,,,,,,119,,,0.2,1675.8543704948388,X,l,go,l,1,,0.3750855829566717,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,120,0,120,0,,,,,,,120,,,0.2,1676.5382222844055,Y,d,go,d,1,,0.4104276264552027,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
,,,,,,,,,,,,1,0,1,0,121,0,121,0,,,,,,,121,,,0.2,1677.2555096942233,X,l,go,l,1,,0.4772663818439469,,,,,,,,,,,,,,,,,53,001,18,m,Psychologie,2023-01-23_14h00.54.889,00_bat_bachelor,2022.2.4,59.8937449263197,
