loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,2547.334270545456,2547.5345216969727,0.2,2547.5345216969727,X,None,nogo,None,1,2548.3349987879046,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,2548.935546181805,2549.1356174545363,0.2,2549.1356174545363,Y,d,go,d,1,,0.3778449697420001,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,2550.219868606073,2550.420049939421,0.2,2550.420049939421,X,l,go,None,0,2551.2206240000087,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,2551.820755393943,2552.021192727261,0.2,2552.021192727261,Y,d,go,None,0,2552.8218967273133,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,2553.422322909115,2553.6224363636575,0.2,2553.6224363636575,X,l,go,l,1,,0.43496254546334967,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,2554.7733328485047,2554.973472484853,0.2,2554.973472484853,Y,d,go,d,1,,0.34856690908782184,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,2556.0240896969917,2556.2243723636493,0.2,2556.2243723636493,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,2557.625459878822,2557.8253313939786,0.2,2557.8253313939786,Y,None,nogo,d,0,,0.424182424263563,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,2559.3600955151487,2559.5601008484955,0.2,2559.5601008484955,X,l,go,l,1,,0.5617659394047223,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,2560.845350303047,2561.04522860609,0.2,2561.04522860609,Y,d,go,d,1,,0.32379406061954796,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,2562.0962715151836,2562.2965590303065,0.2,2562.2965590303065,X,l,go,l,1,,0.35277636360842735,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,2563.380456727289,2563.5804853333393,0.2,2563.5804853333393,X,None,nogo,None,1,2564.3811345454887,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2565.0367311515147,None,,2565.0367311515147,2565.0367311515147,space,10.608491757593583,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,2576.673296969733,X,l,go,l,1,,0.6008660605875775,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,2578.3746627878863,Y,d,go,d,1,,0.46686993940966204,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,2579.9421779394033,X,l,go,l,1,,0.3714852121192962,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,2581.4269842424546,Y,d,go,d,1,,0.37443406059173867,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,2582.911381333368,X,l,go,l,1,,0.4106929696863517,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,2584.4290957576013,Y,d,go,d,1,,0.5727264242595993,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,2586.1138865454705,X,l,go,l,1,,0.4719884848454967,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,2587.698135272716,Y,d,go,d,1,,0.48735963634680957,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,2589.299262545479,X,l,go,l,1,,0.4061843636445701,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,2590.8174366060994,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,2592.6186293333303,Y,d,go,d,1,,0.4152200000244193,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,2594.1367287272587,X,l,go,l,1,,0.36864303034963086,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,2595.62080630305,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,2597.422159030335,Y,d,go,d,1,,0.3148166061146185,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,2598.839960242447,X,l,go,l,1,,0.35340424242895097,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,2600.3080610909383,Y,d,go,d,1,,0.3257043636403978,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,2601.7424334545503,X,l,go,l,1,,0.36310460610548034,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,2603.2103956363862,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,2605.011542787892,Y,d,go,d,1,,0.40539793943753466,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,2606.529501575744,X,l,go,l,1,,0.36017369700130075,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,2607.9972276363987,Y,d,go,d,1,,0.4286871515214443,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,2609.5317493333714,X,l,go,l,1,,0.4142236363841221,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,2611.0495980606065,Y,d,go,d,1,,0.4478745454689488,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,2612.6003951515304,X,l,go,l,1,,0.337271393975243,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,2614.0518414545804,Y,d,go,d,1,,0.501072121260222,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,2615.669796363625,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,2617.47119030304,X,l,go,l,1,,0.37894896970828995,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,2618.9555505454773,Y,d,go,d,1,,0.3658236363553442,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,2620.4234230302973,X,l,go,l,1,,0.32198315154528245,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,2621.8577042424586,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,2623.658829090942,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,2625.4605648485012,Y,d,go,d,1,,0.3243870303267613,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,2626.8950118788052,X,l,go,l,1,,0.4272757575963624,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,2628.4292140605976,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,2630.230898909096,Y,d,go,d,1,,0.3229465454351157,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,2631.665290181816,X,l,go,l,1,,0.3281203637016006,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,2633.099382303073,X,None,nogo,None,1,2633.900283151539,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,2634.9010836363886,Y,d,go,d,1,,0.2759598788106814,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,2636.2854089697357,X,l,go,l,1,,0.3320776969776489,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,2637.7198317575967,Y,d,go,d,1,,0.35384351515676826,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,2639.1877066667075,X,l,go,l,1,,0.2944233939051628,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,2640.588718060637,Y,d,go,d,1,,0.364562060625758,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,2642.056145939394,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,2643.857949090947,X,l,go,l,1,,0.4393770908936858,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,2645.40913454548,Y,d,go,d,1,,0.34420424239942804,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,2646.8598671515356,X,l,go,l,1,,0.3170313939335756,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,2648.2946768485126,Y,d,go,d,1,,0.3387133333599195,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,2649.745673696976,X,l,go,l,1,,0.4077019394026138,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,2651.263595636352,X,None,nogo,None,1,2652.064117333328,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,2653.06496193941,X,None,nogo,None,1,,,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,2654.866160000034,Y,d,go,d,1,,0.37546096969163045,,,,,,,,,,,,,,,91,001,23,w,Bildungswissenschaften und Psychologie,2023-02-06_09h25.06.787,00_bat_bachelor,2022.2.4,60.08564934582312,
