loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,7690.153119030292,j,21.919468303094618,0,7712.0986686060205,7713.11296145455,1,7713.11296145455,X,d,go,d,1,0.5701543636387214,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,7714.414474666701,7715.414984727278,1,7715.414984727278,Y,l,go,None,0,,7716.2154448485235,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,7716.815887999954,7717.816797090927,1,7717.816797090927,X,d,go,d,1,0.5549228484742343,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,7719.08442763635,7720.084987636306,1,7720.084987636306,Y,l,go,l,1,0.6386581212282181,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,7721.4527641212335,7722.453666909132,1,7722.453666909132,Y,None,nogo,None,1,,7723.254278303008,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,7723.854709333391,7724.855306181824,1,7724.855306181824,X,d,go,d,1,0.4608830908546224,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,7726.023092363612,7727.0238128484925,1,7727.0238128484925,Y,l,go,l,1,0.40503533324226737,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,7728.1413061817875,7729.142153212102,1,7729.142153212102,X,d,go,d,1,0.4299778788117692,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,7730.276139636408,7731.277159757563,1,7731.277159757563,Y,l,go,l,1,0.3740510909119621,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,7732.3778797575505,7733.37881357572,1,7733.37881357572,X,d,go,d,1,0.3537495151394978,,,,,,,,,,,,,,,,,,92,001,25,weiblich,Psychologie,2023-02-07_08h58.44.336,00_bat_bachelor,2022.2.4,59.97487597706895,
