loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,1,0,1,0,190,0,190,0,,,,,,,190,,,0.2,4258.5993471033435,Y,l,go,l,1,,0.30451783278840594,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,191,0,191,0,,,,,,,191,,,0.2,4259.21602995586,X,d,go,None,0,4260.0160528407,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,192,0,192,0,,,,,,,192,,,0.2,4260.216064864944,X,None,nogo,d,0,,0.23899495546356775,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,193,0,193,0,,,,,,,193,,,0.2,4260.766186780034,Y,l,go,l,1,,0.2977125027537113,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,194,0,194,0,,,,,,,194,,,0.2,4261.366029398283,X,d,go,None,0,4262.166053737674,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,195,0,195,0,,,,,,,195,,,0.2,4262.3660080649715,Y,l,go,l,1,,0.4415742511773715,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,196,0,196,0,,,,,,,196,,,0.2,4263.1160377619235,X,d,go,d,1,,0.4267820159147959,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,197,0,197,0,,,,,,,197,,,0.2,4263.849365891219,X,None,nogo,None,1,4264.649314594266,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,198,0,198,0,,,,,,,198,,,0.2,4264.849661163797,Y,l,go,l,1,,0.26351518600131385,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,199,0,199,0,,,,,,,199,,,0.2,4265.416164161856,X,d,go,d,1,,0.3519035067729419,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,200,0,200,0,,,,,,,200,,,0.2,4266.083050626403,X,None,nogo,None,1,4266.883213632376,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,201,0,201,0,,,,,,,201,,,0.2,4267.082878020417,Y,l,go,l,1,,0.3009580769430613,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,202,0,202,0,,,,,,,202,,,0.2,4267.699684509236,X,d,go,None,0,4268.49932727305,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,203,0,203,0,,,,,,,203,,,0.2,4268.699345600311,X,None,nogo,d,0,,0.12443501100642607,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,204,0,204,0,,,,,,,204,,,0.2,4269.132685511431,Y,l,go,l,1,,0.5708963702927576,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,205,0,205,0,,,,,,,205,,,0.2,4270.016046052828,X,d,go,d,1,,0.344760722364299,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,206,0,206,0,,,,,,,206,,,0.2,4270.6663555557025,X,None,nogo,l,0,,0.3648683489736868,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,207,0,207,0,,,,,,,207,,,0.2,4271.333083474863,Y,l,go,None,0,4272.133050602162,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,208,0,208,0,,,,,,,208,,,0.2,4272.333284202046,X,d,go,d,1,,0.26665215416869614,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,209,0,209,0,,,,,,,209,,,0.2,4272.900098472674,X,None,nogo,None,1,4273.69999723637,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,210,0,210,0,,,,,,,210,,,0.2,4273.8999651394115,Y,l,go,l,1,,0.251838585594669,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,211,0,211,0,,,,,,,211,,,0.2,4274.466698440388,X,d,go,None,0,4275.266642294955,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,212,0,212,0,,,,,,,212,,,0.2,4275.466681955542,X,None,nogo,None,1,4276.266621446484,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,213,0,213,0,,,,,,,213,,,0.2,4276.466367773886,Y,l,go,l,1,,0.30939686072815675,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,214,0,214,0,,,,,,,214,,,0.2,4277.083301777791,X,d,go,d,1,,0.2683738503110362,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,215,0,215,0,,,,,,,215,,,0.2,4277.666602343466,X,None,nogo,None,1,4278.466657228288,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,216,0,216,0,,,,,,,216,,,0.2,4278.666658585862,X,None,nogo,l,0,,0.25220270662975963,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,217,0,217,0,,,,,,,217,,,0.2,4279.2499819394,Y,l,go,None,0,4280.049954884875,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,218,0,218,0,,,,,,,218,,,0.2,4280.2496968486375,X,d,go,d,1,,0.20584830486041028,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,219,0,219,0,,,,,,,219,,,0.2,4280.766812234273,Y,l,go,l,1,,0.44043388809950557,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,220,0,220,0,,,,,,,220,,,0.2,4281.533027620346,Y,None,nogo,d,0,,0.297756623942405,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,221,0,221,0,,,,,,,221,,,0.2,4282.133365753514,X,d,go,None,0,4282.933338214134,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,222,0,222,0,,,,,,,222,,,0.2,4283.1333012686955,Y,l,go,l,1,,0.33114181987184566,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,223,0,223,0,,,,,,,223,,,0.2,4283.766371507212,X,d,go,d,1,,0.3054468020272907,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,224,0,224,0,,,,,,,224,,,0.2,4284.383349147465,X,None,nogo,None,1,4285.183140759691,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,225,0,225,0,,,,,,,225,,,0.2,4285.383456298936,Y,l,go,l,1,,0.35181138561165426,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,226,0,226,0,,,,,,,226,,,0.2,4286.066664210099,X,d,go,d,1,,0.2937095956003759,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,227,0,227,0,,,,,,,227,,,0.2,4286.666661979805,Y,l,go,None,0,4287.466550561672,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,228,0,228,0,,,,,,,228,,,0.2,4287.666412767794,X,d,go,d,1,,0.3579418068839004,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,229,0,229,0,,,,,,,229,,,0.2,4288.3330122021725,X,None,nogo,None,1,4289.132992905215,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,230,0,230,0,,,,,,,230,,,0.2,4289.3329806870315,Y,l,go,l,1,,0.2741372414602665,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,231,0,231,0,,,,,,,231,,,0.2,4289.9163268284465,X,d,go,d,1,,0.2994870473485207,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,232,0,232,0,,,,,,,232,,,0.2,4290.516068113415,Y,l,go,l,1,,0.3085769823373994,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,233,0,233,0,,,,,,,233,,,0.2,4291.132949753723,Y,None,nogo,d,0,,0.3635214405367151,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,234,0,234,0,,,,,,,234,,,0.2,4291.799836218255,Y,None,nogo,None,1,4292.5999041939795,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,235,0,235,0,,,,,,,235,,,0.2,4292.79939597605,X,d,go,None,0,4293.599634133512,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,236,0,236,0,,,,,,,236,,,0.2,4293.799436703295,Y,l,go,l,1,,0.4002928166446509,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,237,0,237,0,,,,,,,237,,,0.2,4294.4994494548155,X,d,go,d,1,,0.2608330054790713,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,238,0,238,0,,,,,,,238,,,0.2,4295.0663020284555,X,None,nogo,None,1,4295.865985034674,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,239,0,239,0,,,,,,,239,,,0.2,4296.066168210338,Y,l,go,l,1,,0.2781522698060144,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,240,0,240,0,,,,,,,240,,,0.2,4296.6496370183595,X,d,go,d,1,,0.33383466706436593,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,241,0,241,0,,,,,,,241,,,0.2,4297.283003499149,Y,l,go,l,1,,0.48427289714163635,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,242,0,242,0,,,,,,,242,,,0.2,4298.082684565976,X,d,go,d,1,,0.38905694331333507,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,243,0,243,0,,,,,,,243,,,0.2,4298.7826750144595,Y,l,go,l,1,,0.31410522207443137,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,244,0,244,0,,,,,,,244,,,0.2,4299.399504291156,X,d,go,d,1,,0.3039350451872451,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,245,0,245,0,,,,,,,245,,,0.2,4300.015978658921,X,None,nogo,None,1,4300.816129058847,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,246,0,246,0,,,,,,,246,,,0.2,4301.016015507383,Y,l,go,l,1,,0.3506909013085533,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,247,0,247,0,,,,,,,247,,,0.2,4301.683124517265,X,d,go,d,1,,0.29225456599669997,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,248,0,248,0,,,,,,,248,,,0.2,4302.2829530749295,Y,l,go,l,1,,0.28528293302224483,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,1,0,1,0,249,0,249,0,,,,,,,249,,,0.2,4302.882932420398,X,d,go,d,1,,0.30833164911018685,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,0,,,1,4320.983686795793,X,d,go,d,1,,0.3033895909175044,,,,,,,,4303.300308702877,space,16.64700009097578,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,1,,,1,4322.434136516778,Y,l,go,l,1,,0.37387585976102855,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,2,,,1,4323.95034863014,X,d,go,d,1,,0.42415510810678825,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,3,,,1,4325.5169437493605,X,None,nogo,None,1,4326.3172085734695,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,4,0,4,0,,,,,,,4,,,1,4327.317190634087,Y,l,go,l,1,,0.3063912864163285,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,5,0,5,0,,,,,,,5,,,1,4328.767175870453,X,d,go,d,1,,0.3285280029522255,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,6,0,6,0,,,,,,,6,,,1,4330.233828735116,Y,l,go,l,1,,0.3654908941243775,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,7,0,7,0,,,,,,,7,,,1,4331.733432856519,X,d,go,d,1,,0.3376635136810364,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,8,0,8,0,,,,,,,8,,,1,4333.183356032314,Y,l,go,l,1,,0.2954041402263101,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,9,0,9,0,,,,,,,9,,,1,4334.600138860536,Y,None,nogo,d,0,,0.335227151226718,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,10,0,10,0,,,,,,,10,,,1,4336.049982521217,X,d,go,d,1,,0.29283541420591064,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,11,0,11,0,,,,,,,11,,,1,4337.466748379753,Y,l,go,l,1,,0.31662303903431166,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,12,0,12,0,,,,,,,12,,,1,4338.883220905103,Y,None,nogo,None,1,4339.683396517139,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,13,0,13,0,,,,,,,13,,,1,4340.6831463354465,X,d,go,d,1,,0.25170573717332445,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,14,0,14,0,,,,,,,14,,,1,4342.066483846545,Y,l,go,l,1,,0.46921544990618713,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,15,0,15,0,,,,,,,15,,,1,4343.649956533351,X,d,go,d,1,,0.27705214911838993,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,16,0,16,0,,,,,,,16,,,1,4345.0501546423475,X,None,nogo,None,1,4345.849924436392,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,17,0,17,0,,,,,,,17,,,1,4346.850109648425,Y,l,go,l,1,,0.29306717167492025,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,18,0,18,0,,,,,,,18,,,1,4348.26627332544,X,d,go,d,1,,0.23740368350991048,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,19,0,19,0,,,,,,,19,,,1,4349.616332307225,Y,l,go,l,1,,0.2964218366978457,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,20,0,20,0,,,,,,,20,,,1,4351.016283628473,Y,None,nogo,None,1,4351.81624348303,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,21,0,21,0,,,,,,,21,,,1,4352.816144089142,X,d,go,d,1,,0.26349627690797206,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,22,0,22,0,,,,,,,22,,,1,4354.182909002222,Y,l,go,l,1,,0.2883995375741506,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,23,0,23,0,,,,,,,23,,,1,4355.583009171867,X,d,go,d,1,,0.23253144344198518,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,24,0,24,0,,,,,,,24,,,1,4356.915965616499,Y,l,go,l,1,,0.29064390012354124,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,25,0,25,0,,,,,,,25,,,1,4358.316007119516,X,d,go,d,1,,0.21975908600143157,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,26,0,26,0,,,,,,,26,,,1,4359.649412533618,Y,l,go,l,1,,0.3750588894909015,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,27,0,27,0,,,,,,,27,,,1,4361.13359993523,Y,None,nogo,None,1,4361.93388560781,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,28,0,28,0,,,,,,,28,,,1,4362.933841971462,X,d,go,d,1,,0.43359122474794276,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,29,0,29,0,,,,,,,29,,,1,4364.500535030049,Y,l,go,l,1,,0.4665909663308412,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,30,0,30,0,,,,,,,30,,,1,4366.100273405929,Y,None,nogo,None,1,4366.900669623923,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,31,0,31,0,,,,,,,31,,,1,4367.900527563383,X,d,go,d,1,,0.23459447274217382,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,32,0,32,0,,,,,,,32,,,1,4369.283915983557,Y,l,go,l,1,,0.24272295365517493,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,33,0,33,0,,,,,,,33,,,1,4370.667140525024,X,d,go,d,1,,0.23592780543549452,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,34,0,34,0,,,,,,,34,,,1,4372.050286521073,X,None,nogo,None,1,4372.850600799706,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,35,0,35,0,,,,,,,35,,,1,4373.850452436149,Y,l,go,l,1,,0.26854645629646257,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,36,0,36,0,,,,,,,36,,,1,4375.267246900723,X,d,go,d,1,,0.2920072933920892,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,37,0,37,0,,,,,,,37,,,1,4376.700519417922,Y,l,go,l,1,,0.31523976699099876,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,38,0,38,0,,,,,,,38,,,1,4378.150247684724,Y,None,nogo,None,1,4378.950795175377,,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,39,0,39,0,,,,,,,39,,,1,4379.950466933107,X,d,go,d,1,,0.23247811013425235,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,40,0,40,0,,,,,,,40,,,1,4381.317179482576,Y,l,go,l,1,,0.24257313553243876,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,41,0,41,0,,,,,,,41,,,1,4382.700173236284,Y,None,nogo,d,0,,0.33119709258608054,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
,,,,,,,,,,,,2,0,2,0,42,0,42,0,,,,,,,42,,,1,4384.167147070475,X,d,go,d,1,,0.49692937586223707,,,,,,,,,,,,,,,6,001,2022-12-16_11h01.12.981,00_bat_bachelor,2022.2.4,59.95154464480134,
