loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,637.2274212011738,j,30.82428963711652,0,668.0856475566776,669.1197309671423,1,669.1197309671423,X,d,go,None,0,,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,670.5186688575365,671.5213883740065,1,671.5213883740065,Y,l,go,l,1,0.3377618860728262,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,672.5702931249906,673.5710354283807,1,673.5710354283807,X,d,go,d,1,0.4765798927722926,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,674.7720609803931,675.7724794048385,1,675.7724794048385,Y,l,go,l,1,0.5162235483570612,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,676.9904038741353,677.9909677531965,1,677.9909677531965,X,d,go,d,1,0.32979533675563744,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,679.0414623231333,680.0422734750417,1,680.0422734750417,X,None,nogo,d,0,0.4067030104077958,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,681.5765505825699,682.5774810072636,1,682.5774810072636,Y,l,go,l,1,0.47998401563484094,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,683.7617724905564,684.7624600060411,1,684.7624600060411,X,d,go,d,1,0.5342933753000807,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,686.013258673095,687.0143394008918,1,687.0143394008918,Y,l,go,l,1,0.5226196726704302,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,688.2482905446258,689.2490372116544,1,689.2490372116544,Y,None,nogo,None,1,,690.049853599929,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,690.6503125577273,691.6511067399305,1,691.6511067399305,X,d,go,d,1,0.3813100283988433,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,692.7352347807199,693.735810780999,1,693.735810780999,Y,l,go,l,1,0.5208223384655639,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,694.969935015726,695.970741803996,1,695.970741803996,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,697.371906119712,698.3727158170742,1,698.3727158170742,X,d,go,d,1,0.3650932932636124,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,699.4399604557383,700.4407725773443,1,700.4407725773443,Y,l,go,l,1,0.5354996789152437,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,717.4869224179018,717.6874175454146,0.2,717.6874175454146,X,d,go,d,1,0.649005188493561,,701.7164304079662,j,15.74321614326243,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,719.038447048944,719.238623145999,0.2,719.238623145999,Y,l,go,l,1,0.32975945795021744,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,720.2727366170844,720.4727813201363,0.2,720.4727813201363,X,d,go,d,1,0.39287318552067063,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,721.5736264599401,721.7738321327671,0.2,721.7738321327671,Y,l,go,l,1,0.46745067622475744,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,722.9582230100474,723.1582706221917,0.2,723.1582706221917,X,d,go,d,1,0.3467820116583198,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,724.2089460407011,724.409172562023,0.2,724.409172562023,X,None,nogo,l,0,0.4879195346339884,,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,726.0101871564544,726.2105877384669,0.2,726.2105877384669,Y,l,go,None,0,,727.0111689751121,,,,,,,,,,,,,,,,,8,001,21,w,Psychologie,2023-01-09_09h03.20.146,00_bat_bachelor,2022.2.4,59.96421043449304,
