loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,stimulus.stopped,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9,0,9,0,193,0,193,0,,,,,,,193,,,0.2,6370.975020121212,Y,l,go,l,1,0.26775363636363636,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,194,0,194,0,,,,,,,194,,,0.2,6371.558922666667,X,d,go,d,1,0.37113012121255906,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,195,0,195,0,,,,,,,195,,,0.2,6372.2426627878785,Y,l,go,l,1,0.28026612121186645,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,196,0,196,0,,,,,,,196,,,0.2,6372.826430060606,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,197,0,197,0,,,,,,,197,,,0.2,6373.827211636364,X,d,go,d,1,0.29642660606089066,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,198,0,198,0,,,,,,,198,,,0.2,6374.427992242425,Y,l,go,l,1,0.2233444242430096,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,199,0,199,0,,,,,,,199,,,0.2,6374.961765818182,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,200,0,200,0,,,,,,,200,,,0.2,6375.962408242424,X,d,go,d,1,0.2571853939390394,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,201,0,201,0,,,,,,,201,,,0.2,6376.529605818182,Y,l,go,l,1,0.12053715151535016,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,202,0,202,0,,,,,,,202,,,0.2,6376.963122909091,X,d,go,d,1,0.29681060606083065,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,203,0,203,0,,,,,,,203,,,0.2,6377.563608727273,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,204,0,204,0,,,,,,,204,,,0.2,6378.564503272727,Y,l,go,l,1,0.21470636363585527,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,205,0,205,0,,,,,,,205,,,0.2,6379.081218424242,X,d,go,d,1,0.24109569696986455,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,206,0,206,0,,,,,,,206,,,0.2,6379.631834666667,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,207,0,207,0,,,,,,,207,,,0.2,6380.632753454545,Y,l,go,l,1,0.21045957575745433,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,208,0,208,0,,,,,,,208,,,0.2,6381.149589818182,X,d,go,d,1,0.20445472727271863,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,209,0,209,0,,,,,,,209,,,0.2,6381.666647757575,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,210,0,210,0,,,,,,,210,,,0.2,6382.667566545455,Y,l,go,l,1,0.2877778787880061,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,211,0,211,0,,,,,,,211,,,0.2,6383.268145454545,X,d,go,d,1,0.18264381818255515,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,212,0,212,0,,,,,,,212,,,0.2,6383.751683878788,Y,l,go,l,1,0.33897060606079776,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,213,0,213,0,,,,,,,213,,,0.2,6384.401922909091,X,d,go,d,1,0.24915290909041232,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,214,0,214,0,,,,,,,214,,,0.2,6384.952651151515,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,215,0,215,0,,,,,,,215,,,0.2,6385.953128727273,Y,l,go,l,1,0.26535703030288005,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,216,0,216,0,,,,,,,216,,,0.2,6386.520513939394,X,d,go,d,1,0.3068668484849013,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,217,0,217,0,,,,,,,217,,,0.2,6387.137345939394,Y,l,go,l,1,0.3295373939391766,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
,,,,,,,,,,,,9,0,9,0,218,0,218,0,,,,,,,218,,,0.2,6387.771434666667,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,84,001,22,w,Psychologie,2023-01-31_10h36.43.512,00_bat_bachelor,2022.2.4,59.95587247785864,
