loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,2,0,2,0,204,0,204,0,,,,,,,204,,,1,4699.363316231102,Y,l,go,l,1,0.4452994094317546,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,205,0,205,0,,,,,,,205,,,1,4700.914477977683,Y,None,nogo,None,1,,4701.715196329897,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,206,0,206,0,,,,,,,206,,,1,4702.71589887602,X,d,go,d,1,0.18093309247342404,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,207,0,207,0,,,,,,,207,,,1,4704.00021769719,Y,l,go,l,1,0.33595675794640556,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,208,0,208,0,,,,,,,208,,,1,4705.451337649778,X,d,go,d,1,0.43807515999651514,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,209,0,209,0,,,,,,,209,,,1,4707.002511032741,Y,l,go,l,1,0.374121643442777,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,210,0,210,0,,,,,,,210,,,1,4708.486737926534,X,d,go,d,1,0.4251757535530487,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,211,0,211,0,,,,,,,211,,,1,4710.021234929678,Y,l,go,l,1,0.33188063277339097,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,212,0,212,0,,,,,,,212,,,1,4711.455470017434,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,213,0,213,0,,,,,,,213,,,1,4713.257042673504,X,d,go,d,1,0.21560173213947564,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,214,0,214,0,,,,,,,214,,,1,4714.574488314654,Y,l,go,l,1,0.3534845325193601,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,215,0,215,0,,,,,,,215,,,1,4716.0424800412,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,216,0,216,0,,,,,,,216,,,1,4717.844109909449,X,d,go,d,1,0.15574761349125765,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,217,0,217,0,,,,,,,217,,,1,4719.128193094002,Y,l,go,l,1,0.3445007662230637,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,218,0,218,0,,,,,,,218,,,1,4720.5790866221505,X,d,go,d,1,0.3329254822747316,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,219,0,219,0,,,,,,,219,,,1,4722.013530194934,Y,l,go,l,1,0.41867586846638005,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,220,0,220,0,,,,,,,220,,,1,4723.548305986245,X,d,go,d,1,0.2456298824690748,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,221,0,221,0,,,,,,,221,,,1,4724.899332266024,Y,l,go,l,1,0.3967296653572703,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,222,0,222,0,,,,,,,222,,,1,4726.400483782287,X,d,go,d,1,0.44862207931873854,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,223,0,223,0,,,,,,,223,,,1,4727.9516867410275,Y,l,go,l,1,0.4327243669249583,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,224,0,224,0,,,,,,,224,,,1,4729.485884592374,Y,None,nogo,None,1,,4730.286729975007,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,225,0,225,0,,,,,,,225,,,1,4731.287482460597,X,d,go,d,1,0.3938622686400777,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,226,0,226,0,,,,,,,226,,,1,4732.788722704223,Y,l,go,l,1,0.3160682538000401,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,227,0,227,0,,,,,,,227,,,1,4734.206145654447,Y,None,nogo,l,0,0.4344126110081561,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,228,0,228,0,,,,,,,228,,,1,4735.757587643719,X,d,go,d,1,0.38695898921287153,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,229,0,229,0,,,,,,,229,,,1,4737.258506432496,Y,l,go,l,1,0.42141574989364017,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,230,0,230,0,,,,,,,230,,,1,4738.793274951051,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,231,0,231,0,,,,,,,231,,,1,4740.594632334192,X,d,go,d,1,0.20686960246530361,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,232,0,232,0,,,,,,,232,,,1,4741.912210339113,Y,l,go,l,1,0.3124876442743698,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,233,0,233,0,,,,,,,233,,,1,4743.330002744246,Y,None,nogo,None,1,,4744.130633823646,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,234,0,234,0,,,,,,,234,,,1,4745.131524491182,X,d,go,d,1,0.18090885001583956,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,235,0,235,0,,,,,,,235,,,1,4746.415688160676,Y,l,go,l,1,0.3849905024690088,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,236,0,236,0,,,,,,,236,,,1,4747.916607434294,X,d,go,d,1,0.22812247155525256,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,237,0,237,0,,,,,,,237,,,1,4749.251107152595,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,238,0,238,0,,,,,,,238,,,1,4751.052344778029,Y,l,go,l,1,0.24354648652661126,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,239,0,239,0,,,,,,,239,,,1,4752.403596027725,X,d,go,d,1,0.4298652126453817,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,240,0,240,0,,,,,,,240,,,1,4753.938142970321,Y,l,go,l,1,0.2546858912537573,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,241,0,241,0,,,,,,,241,,,1,4755.305824781404,X,d,go,None,0,,4756.106216830274,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,242,0,242,0,,,,,,,242,,,1,4757.107275740389,Y,l,go,l,1,0.2530214048019843,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,243,0,243,0,,,,,,,243,,,1,4758.474892581711,Y,None,nogo,l,0,0.3899170527001843,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,244,0,244,0,,,,,,,244,,,1,4759.975851128096,X,d,go,d,1,0.24788249071571045,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,245,0,245,0,,,,,,,245,,,1,4761.3268439532985,Y,l,go,l,1,0.5464233862876426,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,246,0,246,0,,,,,,,246,,,1,4762.9781735545985,X,d,go,d,1,0.3347824537777342,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,247,0,247,0,,,,,,,247,,,1,4764.429526719541,Y,l,go,l,1,0.35536720100208186,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,248,0,248,0,,,,,,,248,,,1,4765.89720377911,Y,None,nogo,None,1,,4766.697640434082,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,2,0,2,0,249,0,249,0,,,,,,,249,,,1,4767.698684798728,X,d,go,d,1,0.34969689247373026,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,0,,,0.2,4804.977032705006,X,d,go,d,1,0.3355480302707292,,,,,,,,,4768.150829237173,space,36.60550223145401,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,1,,,0.2,4805.627539032765,Y,l,go,l,1,0.2937259291211376,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,2,,,0.2,4806.227790766352,X,d,go,d,1,0.2840866470360197,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,3,,,0.2,4806.82838674268,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,4,,,0.2,4807.829045652412,Y,l,go,l,1,0.2190766446001362,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,,,,5,,,0.2,4808.36308641269,X,d,go,d,1,0.23033386764291208,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,,,,6,,,0.2,4808.896547778466,Y,l,go,l,1,0.35130077283247374,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,,,,7,,,0.2,4809.563690728435,Y,None,nogo,d,0,0.2939795051206602,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,,,,8,,,0.2,4810.164364280601,X,d,go,None,0,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,,,,9,,,0.2,4811.165114341929,Y,l,go,l,1,0.29145344205608126,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,,,,10,,,0.2,4811.765479045309,X,d,go,d,1,0.3476702238403959,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,,,,11,,,0.2,4812.4160605246725,Y,l,go,l,1,0.3520610159903299,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,,,,12,,,0.2,4813.083273777724,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,13,0,13,0,,,,,,,13,,,0.2,4814.083882263163,X,d,go,d,1,0.2525084345979849,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,14,0,14,0,,,,,,,14,,,0.2,4814.6511637829535,Y,l,go,l,1,0.42205672022828367,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,15,0,15,0,,,,,,,15,,,0.2,4815.384994312728,X,d,go,d,1,0.2961671435914468,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,16,0,16,0,,,,,,,16,,,0.2,4815.985535985979,Y,l,go,l,1,0.43194424496323336,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,17,0,17,0,,,,,,,17,,,0.2,4816.719151727666,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,18,0,18,0,,,,,,,18,,,0.2,4817.719882879886,X,d,go,d,1,0.2811591290519573,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,19,0,19,0,,,,,,,19,,,0.2,4818.304070113038,Y,l,go,l,1,0.27292590895376634,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,20,0,20,0,,,,,,,20,,,0.2,4818.887690072908,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,21,0,21,0,,,,,,,21,,,0.2,4819.888210800695,X,d,go,d,1,0.3042907878407277,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,22,0,22,0,,,,,,,22,,,0.2,4820.505363883989,Y,l,go,l,1,0.343677007855149,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,23,0,23,0,,,,,,,23,,,0.2,4821.156204272687,X,d,go,d,1,0.31626752673764713,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,24,0,24,0,,,,,,,24,,,0.2,4821.7733709317545,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,25,0,25,0,,,,,,,25,,,0.2,4822.774034689981,Y,l,go,l,1,0.3789410420577042,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,26,0,26,0,,,,,,,26,,,0.2,4823.457967474402,X,d,go,d,1,0.46303275995887816,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,27,0,27,0,,,,,,,27,,,0.2,4824.225276824509,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,28,0,28,0,,,,,,,28,,,0.2,4825.225647733969,Y,l,go,l,1,0.4230681151384488,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,29,0,29,0,,,,,,,29,,,0.2,4825.959889900507,X,d,go,d,1,0.5057144983147737,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,30,0,30,0,,,,,,,30,,,0.2,4826.777056753519,Y,l,go,l,1,0.4880233296426013,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,31,0,31,0,,,,,,,31,,,0.2,4827.577477408471,X,d,go,d,1,0.34261324924591463,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,32,0,32,0,,,,,,,32,,,0.2,4828.228093312093,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,33,0,33,0,,,,,,,33,,,0.2,4829.228844343117,Y,l,go,l,1,0.5322425240447046,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,34,0,34,0,,,,,,,34,,,0.2,4830.062949879226,X,d,go,d,1,0.2411683023965452,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,35,0,35,0,,,,,,,35,,,0.2,4830.61322920071,Y,l,go,l,1,0.3966453016473679,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,36,0,36,0,,,,,,,36,,,0.2,4831.313880061949,Y,None,nogo,d,0,0.27011475470499136,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,37,0,37,0,,,,,,,37,,,0.2,4831.89755868855,X,d,go,None,0,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,38,0,38,0,,,,,,,38,,,0.2,4832.898021719302,Y,l,go,l,1,0.38148746876686346,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,39,0,39,0,,,,,,,39,,,0.2,4833.582379716245,X,d,go,d,1,0.3700678213208448,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,40,0,40,0,,,,,,,40,,,0.2,4834.26610547016,Y,l,go,l,1,0.342176885184017,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,41,0,41,0,,,,,,,41,,,0.2,4834.916706828328,X,d,go,d,1,0.38118443817074876,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,42,0,42,0,,,,,,,42,,,0.2,4835.600231854769,Y,l,go,l,1,0.33670778897067066,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,43,0,43,0,,,,,,,43,,,0.2,4836.250935516058,X,d,go,d,1,0.32525226271536667,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,44,0,44,0,,,,,,,44,,,0.2,4836.884459039473,X,None,nogo,None,1,,4837.685168664408,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,45,0,45,0,,,,,,,45,,,0.2,4837.88554704054,Y,l,go,l,1,0.46781773428665474,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,46,0,46,0,,,,,,,46,,,0.2,4838.669221982273,X,d,go,d,1,0.19500971217348706,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,47,0,47,0,,,,,,,47,,,0.2,4839.169878952613,Y,l,go,l,1,0.43094012278015725,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,48,0,48,0,,,,,,,48,,,0.2,4839.903701724805,X,d,go,d,1,0.3369860922830412,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,49,0,49,0,,,,,,,49,,,0.2,4840.5542987193185,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,50,0,50,0,,,,,,,50,,,0.2,4841.5548601744085,Y,l,go,l,1,0.6056360497605056,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,51,0,51,0,,,,,,,51,,,0.2,4842.472146882079,X,d,go,d,1,0.2166771271295147,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,52,0,52,0,,,,,,,52,,,0.2,4842.989485565558,X,None,nogo,None,1,,4843.790161251061,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,53,0,53,0,,,,,,,53,,,0.2,4843.9902390208445,Y,l,go,l,1,0.31550388963660225,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,54,0,54,0,,,,,,,54,,,0.2,4844.607278164636,X,d,go,d,1,0.25751692430640105,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
,,,,,,,,,,,,3,0,3,0,55,0,55,0,,,,,,,55,,,0.2,4845.174437502486,Y,l,go,l,1,0.4579049974126974,,,,,,,,,,,,,,,,,,4,001,2022-12-16_11h01.16.617,00_bat_bachelor,2022.2.4,59.98039911517736,
