loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,stimulus.stopped,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,10323.176604321376,j,15.242642926097687,0,10338.456319830573,10339.483102479913,1,10339.483102479913,X,l,go,None,0,,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,10340.868833915476,10341.869683858167,1,10341.869683858167,Y,d,go,None,0,10342.66996575017,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,10343.270769535106,10344.27159717468,1,10344.27159717468,X,l,go,None,0,10345.072172886004,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,10345.672647942392,10346.673438248486,1,10346.673438248486,Y,d,go,d,1,,0.44635765566090413,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,10347.824279560842,10348.824935078537,1,10348.824935078537,Y,None,nogo,None,1,10349.625070060876,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,10350.225525238402,10351.226654939754,1,10351.226654939754,X,l,go,l,1,,0.3272914968565601,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,10352.26053143479,10353.261657257339,1,10353.261657257339,Y,d,go,d,1,,0.25982068970006367,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,10354.229043312655,10355.22968816364,1,10355.22968816364,X,l,go,l,1,,0.2913592362692725,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,10356.230125498667,10357.230901744104,1,10357.230901744104,X,None,nogo,None,1,10358.031499758545,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,10358.632332149653,10359.632897000327,1,10359.632897000327,Y,d,go,d,1,,0.2557736436956475,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,10360.600514329268,10361.601246938171,1,10361.601246938171,X,l,go,l,1,,0.2403204928505147,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,10362.55191098923,10363.552782750186,1,10363.552782750186,X,None,nogo,d,0,,0.28743631196448405,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,10364.953488789291,10365.954554975244,1,10365.954554975244,Y,d,go,l,0,,0.5895698475123936,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,10367.25571832521,10368.256219175637,1,10368.256219175637,X,l,go,l,1,,0.24134740592307935,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,10369.20693656024,10370.207539229243,1,10370.207539229243,X,None,nogo,d,0,,0.19237364020409586,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,10395.443866448935,10395.643677648204,0.2,10395.643677648204,X,l,go,l,1,,0.5817661808814591,10371.52694313481,j,23.885374631239756,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,10396.92833329778,10397.128355406956,0.2,10397.128355406956,Y,d,go,d,1,,0.4251527249234641,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,10398.262714715984,10398.462859007454,0.2,10398.462859007454,X,l,go,l,1,,0.4019885138641257,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,10399.580345523766,10399.780446178702,0.2,10399.780446178702,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,10401.181380097474,10401.381734329152,0.2,10401.381734329152,Y,d,go,d,1,,0.31543835997035785,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,10402.399141426973,10402.59898074756,0.2,10402.59898074756,X,l,go,l,1,,0.3936990271668037,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,10403.70019859471,10403.900316704257,0.2,10403.900316704257,Y,d,go,d,1,,0.4524648308633914,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,10405.067560019626,10405.268064070067,0.2,10405.268064070067,X,l,go,l,1,,0.3653687354581052,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,10406.336341183385,10406.536224140506,0.2,10406.536224140506,Y,d,go,d,1,,0.40795653701025003,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,10407.653734414485,10407.853858342238,0.2,10407.853858342238,X,l,go,l,1,,0.45003379112858966,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,10409.021624326302,10409.221577586726,0.2,10409.221577586726,X,None,nogo,None,1,10410.022215843746,,,,,,,,,,,,,,,,,,81,001,22,w,"Bildungswissenschaften, Psychologie ",2023-01-30_13h52.07.004,00_bat_bachelor,2022.2.4,60.13341652405371,
