loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,1162.0050269066414,j,6.5483731821295805,0,1168.5731652978575,1169.5875235939166,1,1169.5875235939166,X,d,go,None,0,,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,1170.9885944297712,1171.9890492174309,1,1171.9890492174309,Y,l,go,d,0,0.39970804209588096,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,1173.090109047218,1174.0909643195337,1,1174.0909643195337,X,d,go,d,1,0.6504594356520101,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,1175.4593782015145,1176.459957595158,1,1176.459957595158,Y,l,go,l,1,0.5201957412355114,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,1177.7110900794505,1178.711907048768,1,1178.711907048768,Y,None,nogo,l,0,0.4618815876892768,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,1180.3124333030428,1181.3132716056716,1,1181.3132716056716,X,d,go,d,1,0.643871317646699,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,1182.6642842839647,1183.6649281624414,1,1183.6649281624414,Y,l,go,l,1,0.5171402275736909,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,1184.882551329676,1185.8829489052296,1,1185.8829489052296,X,d,go,d,1,0.4255814841017127,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,1187.0173881127848,1188.0182065366243,1,1188.0182065366243,Y,l,go,l,1,0.5787673492159229,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,1189.3021637322672,1190.303195004497,1,1190.303195004497,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,1191.7041082646756,1192.704822930973,1,1192.704822930973,X,d,go,d,1,0.3082545106881298,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,1193.722605710238,1194.7231894675351,1,1194.7231894675351,Y,l,go,l,1,0.5137181686295662,,,,,,,,,,,,,,,,,44,001, 22,m,Psychologie,2023-01-18_13h30.28.953,00_bat_bachelor,2022.2.4,59.96496594882416,
