loop_instruction.thisRepN;loop_instruction.thisTrialN;loop_instruction.thisN;loop_instruction.thisIndex;loop_rsi_practice.thisRepN;loop_rsi_practice.thisTrialN;loop_rsi_practice.thisN;loop_rsi_practice.thisIndex;loop_practice.thisRepN;loop_practice.thisTrialN;loop_practice.thisN;loop_practice.thisIndex;loop_exp.thisRepN;loop_exp.thisTrialN;loop_exp.thisN;loop_exp.thisIndex;loop_trials.thisRepN;loop_trials.thisTrialN;loop_trials.thisN;loop_trials.thisIndex;map_condition;map_x_key;map_y_key;key_resp_welcome.started;key_resp_welcome.keys;key_resp_welcome.rt;index;text_empty_rsi_practice.started;text_empty_rsi_practice.stopped;rsi;stimulus.started;stimulus.stopped;stimulus;correct;trial_type;key_resp_trial.keys;key_resp_trial.corr;key_resp_trial.rt;key_resp_instruction_rsi.started;key_resp_instruction_rsi.keys;key_resp_instruction_rsi.rt;key_resp_instruction_rsi.stopped;key_resp_instruction_final.started;key_resp_instruction_final.keys;key_resp_instruction_final.rt;key_resp_break.started;key_resp_break.keys;key_resp_break.rt;key_resp_break.stopped;key_resp_end_screen.started;image_end_screen.started;key_resp_end_screen.keys;participant;session;Alter;Geschlecht (w/m/d/andere);Studiengang;date;expName;psychopyVersion;frameRate
;;;;;;;;;;;;2;0;2;0;9;0;9;0;;;;;;;9;;;1;17.845.839.580.198.900;;X;l;go;l;1;0.26104058590135537;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;10;0;10;0;;;;;;;10;;;1;17.859.503.481.452.800;;X;None;nogo;l;0;0.33263473301485647;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;11;0;11;0;;;;;;;11;;;1;1.787.384.099.207.700;178.818.393.348.658;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;12;0;12;0;;;;;;;12;;;1;17.891.837.618.502.900;;Y;d;go;d;1;0.2840626353427069;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;13;0;13;0;;;;;;;13;;;1;17.905.840.035.956.300;;X;l;go;l;1;0.5314632426743628;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;14;0;14;0;;;;;;;14;;;1;17.922.172.847.431.300;;Y;d;go;d;1;0.40262403240194544;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;15;0;15;0;;;;;;;15;;;1;17.937.339.652.198.800;;X;l;go;l;1;0.46963151507952716;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;16;0;16;0;;;;;;;16;;;1;17.953.173.903.915.500;;X;None;nogo;l;0;0.646787792808027;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;17;0;17;0;;;;;;;17;;;1;17.970.675.204.521.100;;Y;d;go;d;1;0.4651195172627922;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;18;0;18;0;;;;;;;18;;;1;17.986.336.278.139.900;;X;l;go;l;1;0.274718639877392;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;19;0;19;0;;;;;;;19;;;1;1.800.017.313.446.150;;Y;d;go;d;1;0.47596411805716343;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;20;0;20;0;;;;;;;20;;;1;1.801.600.410.375.550;18.024.006.339.875.600;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;21;0;21;0;;;;;;;21;;;1;18.034.006.208.966.600;;Y;None;nogo;l;0;0.2601295560452854;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;22;0;22;0;;;;;;;22;;;1;18.047.670.682.341.400;;X;l;go;l;1;0.33255424819071777;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;23;0;23;0;;;;;;;23;;;1;18.062.004.959.027.800;;Y;d;go;d;1;0.4508577059896197;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;24;0;24;0;;;;;;;24;;;1;1.807.767.298.537.050;18.085.669.883.311.400;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;25;0;25;0;;;;;;;25;;;1;18.095.673.025.128.100;;X;l;go;l;1;0.22088060536771081;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;26;0;26;0;;;;;;;26;;;1;18.109.006.463.511.900;;Y;d;go;d;1;0.4557086127315415;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;27;0;27;0;;;;;;;27;;;1;18.124.672.807.431.300;18.132.669.671.432.800;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;28;0;28;0;;;;;;;28;;;1;18.142.672.168.401.300;;X;l;go;l;1;0.24132520152488723;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;29;0;29;0;;;;;;;29;;;1;18.156.172.913.370.600;;Y;d;go;d;1;0.4750496942724567;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;30;0;30;0;;;;;;;30;;;1;18.172.005.167.512.500;;X;l;go;l;1;0.379311074008001;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;31;0;31;0;;;;;;;31;;;1;18.186.839.288.805.200;;Y;d;go;d;1;0.3676223524089437;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;32;0;32;0;;;;;;;32;;;1;18.201.669.827.069.100;;X;l;go;l;1;0.22953369209426455;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;33;0;33;0;;;;;;;33;;;1;18.215.003.633.937.500;;Y;d;go;d;1;0.27087670235778205;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;34;0;34;0;;;;;;;34;;;1;18.228.839.539.956.500;;Y;None;nogo;l;0;0.2648466446698876;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;35;0;35;0;;;;;;;35;;;1;1.824.250.294.666.510;;X;l;go;l;1;0.2733659132645698;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;36;0;36;0;;;;;;;36;;;1;1.825.633.670.965.480;;Y;d;go;d;1;0.29807038613944314;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;37;0;37;0;;;;;;;37;;;1;18.270.337.614.381.700;;X;l;go;l;1;0.25803889038797934;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;38;0;38;0;;;;;;;38;;;1;18.284.006.155.633.300;;Y;d;go;d;1;0.3313295215339167;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;39;0;39;0;;;;;;;39;;;1;1.829.833.922.504.750;;X;l;go;l;1;0.2576228905818425;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;40;0;40;0;;;;;;;40;;;1;18.312.006.103.269.600;1.832.000.303.030.140;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;41;0;41;0;;;;;;;41;;;1;1.833.000.600.726.980;;Y;d;go;d;1;0.32408637351181824;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;42;0;42;0;;;;;;;42;;;1;18.344.339.382.138.400;;X;l;go;l;1;0.26530773534614127;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;43;0;43;0;;;;;;;43;;;1;18.358.006.871.269.300;18.366.006.014.057.600;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;44;0;44;0;;;;;;;44;;;1;18.376.002.862.543.900;;Y;d;go;d;1;0.3474308470467804;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;45;0;45;0;;;;;;;45;;;1;18.390.506.055.512.200;;X;l;go;l;1;0.41681311643333174;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;46;0;46;0;;;;;;;46;;;1;18.405.672.506.340.400;;Y;d;go;d;1;0.4045319102733629;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;47;0;47;0;;;;;;;47;;;1;18.420.836.309.897.500;;X;l;go;l;1;0.34502018155762926;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;48;0;48;0;;;;;;;48;;;1;18.435.338.353.775.200;;Y;d;go;d;1;0.4790487226273399;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;49;0;49;0;;;;;;;49;;;1;1.845.117.304.185.550;18.459.172.388.279.900;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;50;0;50;0;;;;;;;50;;;1;1.846.916.974.585.700;;X;l;go;l;1;0.23039187348331325;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;51;0;51;0;;;;;;;51;;;1;18.482.505.899.390.900;;Y;d;go;d;1;0.3209649204800371;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;52;0;52;0;;;;;;;52;;;1;18.496.838.808.805.300;18.504.839.944.319.900;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;53;0;53;0;;;;;;;53;;;1;18.514.839.517.653.400;;X;l;go;l;1;0.2088840051292209;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;54;0;54;0;;;;;;;54;;;1;18.528.005.445.815.500;;Y;d;go;d;1;0.3481920587946661;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;55;0;55;0;;;;;;;55;;;1;18.542.505.477.572.900;;X;l;go;l;1;0.27379645851033274;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;56;0;56;0;;;;;;;56;;;1;18.556.336.282.988.400;;Y;d;go;d;1;0.33072976423136424;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;57;0;57;0;;;;;;;57;;;1;18.570.672.654.219.200;18.578.672.475.795.100;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;58;0;58;0;;;;;;;58;;;1;18.588.669.658.826.800;;X;l;go;l;1;0.21727818288491108;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;59;0;59;0;;;;;;;59;;;1;18.602.007.262.057.000;1.861.000.567.272.450;Y;d;go;None;0;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;60;0;60;0;;;;;;;60;;;1;1.862.000.549.817.900;;X;l;go;l;1;0.29929802189872134;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;61;0;61;0;;;;;;;61;;;1;18.634.007.154.420.600;;X;None;nogo;d;0;0.32407619171135593;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;62;0;62;0;;;;;;;62;;;1;18.648.339.137.774.800;18.656.339.284.199.000;Y;d;go;None;0;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;63;0;63;0;;;;;;;63;;;1;1.866.633.738.844.240;;X;l;go;l;1;0.2110357616620604;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;64;0;64;0;;;;;;;64;;;1;18.679.504.824.482.400;;Y;d;go;d;1;0.3172713465173729;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;65;0;65;0;;;;;;;65;;;1;18.693.840.429.653.000;;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;66;0;66;0;;;;;;;66;;;1;18.711.841.894.864.400;;X;l;go;l;1;0.20198800848447718;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;67;0;67;0;;;;;;;67;;;1;18.725.174.838.703.000;;Y;d;go;d;1;0.37285095592960715;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;68;0;68;0;;;;;;;68;;;1;18.740.176.887.186.900;18.748.175.263.915.000;X;l;go;None;0;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;69;0;69;0;;;;;;;69;;;1;18.758.174.779.066.700;;Y;d;go;d;1;0.417988388609956;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;70;0;70;0;;;;;;;70;;;1;1.877.351.162.011.540;;X;l;go;l;1;0.2768190025090007;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;71;0;71;0;;;;;;;71;;;1;18.787.341.649.773.700;;X;None;nogo;d;0;0.33335230841476005;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;72;0;72;0;;;;;;;72;;;1;1.880.167.494.706.660;;Y;d;go;d;1;0.41887323664559517;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;73;0;73;0;;;;;;;73;;;1;18.817.174.958.945.300;;X;l;go;l;1;0.37436950065603014;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;74;0;74;0;;;;;;;74;;;1;18.832.008.488.723.000;;Y;d;go;d;1;0.39478888470330276;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;75;0;75;0;;;;;;;75;;;1;18.847.008.452.359.400;;X;l;go;l;1;0.3188248003134504;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;76;0;76;0;;;;;;;76;;;1;18.861.342.287.833.900;;Y;d;go;d;1;0.3411103652615566;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;77;0;77;0;;;;;;;77;;;1;18.875.842.198.379.500;;X;l;go;l;1;0.2353499316959642;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;78;0;78;0;;;;;;;78;;;1;18.889.344.058.499.800;18.897.341.630.379.800;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;79;0;79;0;;;;;;;79;;;1;18.907.341.858.258.400;;Y;d;go;d;1;0.2531681048712926;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;80;0;80;0;;;;;;;80;;;1;1.892.101.076.799.470;;X;l;go;l;1;0.40715639384870883;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;81;0;81;0;;;;;;;81;;;1;1.893.617.506.124.830;18.944.175.416.157.300;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;82;0;82;0;;;;;;;82;;;1;18.954.176.778.580.800;;Y;d;go;d;1;0.25841561748529784;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;83;0;83;0;;;;;;;83;;;1;18.967.841.964.682.500;;X;l;go;l;1;0.2681605824473081;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;84;0;84;0;;;;;;;84;;;1;18.981.674.893.733.200;;Y;d;go;d;1;0.2916349953156896;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;85;0;85;0;;;;;;;85;;;1;18.995.675.386.339.100;;X;l;go;l;1;0.3155094079847913;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;86;0;86;0;;;;;;;86;;;1;19.009.842.017.046.100;1.901.784.162.044.040;X;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;87;0;87;0;;;;;;;87;;;1;19.027.842.304.076.400;;Y;d;go;d;1;0.2836766961409012;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;88;0;88;0;;;;;;;88;;;1;19.041.674.214.945.800;;X;l;go;l;1;0.22726460227568168;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;89;0;89;0;;;;;;;89;;;1;19.055.175.037.490.800;;Y;d;go;d;1;0.44667976863274816;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;90;0;90;0;;;;;;;90;;;1;19.070.676.678.459.700;;X;l;go;l;1;0.256161073120893;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;91;0;91;0;;;;;;;91;;;1;19.084.341.626.985.800;;Y;d;go;d;1;0.3292243104224326;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;92;0;92;0;;;;;;;92;;;1;19.098.675.399.430.000;19.106.676.602.823.400;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;93;0;93;0;;;;;;;93;;;1;19.116.674.915.551.500;;X;l;go;l;1;0.2325169633695623;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;94;0;94;0;;;;;;;94;;;1;19.130.010.186.661.600;;Y;d;go;d;1;0.4346487441507634;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;95;0;95;0;;;;;;;95;;;1;19.145.508.991.268.200;19.153.509.777.692.200;Y;None;nogo;None;1;;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;96;0;96;0;;;;;;;96;;;1;1.916.351.055.344.940;;X;l;go;l;1;0.23629053730110172;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;97;0;97;0;;;;;;;97;;;1;19.177.010.052.358.600;;Y;d;go;d;1;0.34268030388921034;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;98;0;98;0;;;;;;;98;;;1;19.191.508.644.116.900;;X;l;go;l;1;0.507963132855366;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;99;0;99;0;;;;;;;99;;;1;19.207.676.612.035.500;;Y;d;go;d;1;0.2513348936336115;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
;;;;;;;;;;;;2;0;2;0;100;0;100;0;;;;;;;100;;;1;19.221.343.713.287.700;;X;l;go;l;1;0.3096451683959458;;;;;;;;;;;;;;;34;1;23;w;Medizin;2023-01-17_14h59.27.512;00_bat_bachelor;04/02/2022;5.999.845.822.345.510
