loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,1,l,d,555.0413963235915,j,14.47490456351079,0,569.5394074770156,570.5590375184547,1,570.5590375184547,X,l,go,l,1,0.7331864950247109,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,571.9199176533148,572.9214594701771,1,572.9214594701771,Y,d,go,d,1,0.4993680550251156,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,574.0533420089632,575.0532324332744,1,575.0532324332744,X,l,go,l,1,0.43182581732980907,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,576.1036023236811,577.1035577177536,1,577.1035577177536,Y,d,go,d,1,0.47717171302065253,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,578.2035644087009,579.2033336209133,1,579.2033336209133,X,l,go,l,1,0.47306505031883717,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,580.3034367966466,581.3036011601798,1,581.3036011601798,X,None,nogo,None,1,,582.1034229299985,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,582.7037404084112,583.7035479238257,1,583.7035479238257,X,None,nogo,l,0,0.5802004614379257,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,585.3035774026066,586.3035580087453,1,586.3035580087453,Y,d,go,d,1,0.6210333914496005,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,587.553410372464,588.5535703722853,1,588.5535703722853,X,l,go,l,1,0.6586677792947739,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,589.836665855255,590.8367002794985,1,590.8367002794985,X,None,nogo,l,0,0.3909332510083914,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,592.2535789057147,593.2536472692154,1,593.2536472692154,Y,d,go,None,0,,594.0532818876673,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,594.6535508814268,595.6532459119335,1,595.6532459119335,X,l,go,l,1,0.37510393327102065,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,596.6537307600956,597.6535950026009,1,597.6535950026009,Y,d,go,d,1,0.4386975683737546,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,598.7198625747114,599.7202126348857,1,599.7202126348857,X,l,go,l,1,0.4199043745175004,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,600.769883859437,601.7701379198115,1,601.7701379198115,Y,d,go,l,0,0.4658437240868807,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,623.5035612087231,623.7037738629151,0.2,623.7037738629151,X,l,go,l,1,0.596628081984818,,602.8812398726586,j,20.603502742014825,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,624.9202793501318,625.1202020652127,0.2,625.1202020652127,Y,d,go,d,1,0.44409441156312823,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,626.1867983643897,626.3872408366296,0.2,626.3872408366296,X,l,go,l,1,0.5048516860697418,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,627.5205905255862,627.7203716652002,0.2,627.7203716652002,X,None,nogo,l,0,0.483303101034835,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,629.2372371032834,629.4368708489928,0.2,629.4368708489928,Y,d,go,d,1,0.5913519659079611,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,630.6537637296133,630.8535957783461,0.2,630.8535957783461,X,l,go,l,1,0.4062389333266765,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,631.8870793823153,632.0868294916581,0.2,632.0868294916581,Y,d,go,d,1,0.4209215857554227,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,633.1368696854915,633.3368888853583,0.2,633.3368888853583,X,l,go,l,1,0.4989646614994854,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,634.4535025905352,634.653498517815,0.2,634.653498517815,Y,d,go,d,1,0.44631889439187944,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,635.7204584528226,635.920537289232,0.2,635.920537289232,Y,None,nogo,d,0,0.5240497281774879,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,637.4869042551145,637.6868327886332,0.2,637.6868327886332,X,l,go,None,0,,638.487099648919,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,639.0870578549802,639.2865519644693,0.2,639.2865519644693,Y,d,go,d,1,0.45334434206597507,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,640.3701770955231,640.570145386504,0.2,640.570145386504,X,l,go,l,1,0.5782930692657828,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,641.7699391322676,641.9698739685118,0.2,641.9698739685118,Y,d,go,d,1,0.4578471255954355,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,643.0532896453515,643.2533287240658,0.2,643.2533287240658,X,l,go,l,1,0.3751771452371031,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.2884079627693,None,,644.2884079627693,644.2884079627693,space,8.90757953794673,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,654.220358089311,X,l,go,l,1,0.3513269864488393,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,655.6038757781498,Y,d,go,d,1,0.43997805193066597,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,657.0705512042623,X,l,go,l,1,0.3489740190561861,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,658.4369479399174,Y,d,go,d,1,0.4712929306551814,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,659.9371811519377,Y,None,nogo,d,0,0.4905661242082715,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,661.453786226688,X,l,go,l,1,0.43139236350543797,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,662.9038890628144,Y,d,go,d,1,0.5322969928383827,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,664.4538162872195,X,l,go,l,1,0.47010408341884613,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,665.9538788325153,Y,d,go,d,1,0.6498954242561013,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,667.6203974590171,Y,None,nogo,None,1,,668.4205280770548,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,669.4204509861302,X,l,go,l,1,0.33525863848626614,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,670.7870193580166,Y,d,go,None,0,,671.5870020973962,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,672.5871688851621,Y,None,nogo,None,1,,673.3872064123861,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,674.3871889577713,X,l,go,l,1,0.3291927049867809,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,675.736844376428,Y,d,go,d,1,0.7231506258249283,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,677.486768982606,Y,None,nogo,None,1,,678.2868879642338,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,679.2864671160933,X,l,go,l,1,0.32630495028570294,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,680.6367712612264,Y,d,go,d,1,0.6237238133326173,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,682.286431722343,Y,None,nogo,None,1,,683.0867703401018,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,684.0868105825502,X,l,go,l,1,0.3103403595741838,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,685.4198114715982,Y,d,go,d,1,0.4809894061181694,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,686.9201028654352,X,l,go,l,1,0.6612108070403337,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,688.6036260812543,Y,d,go,d,1,0.46471548243425786,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,690.0867553097196,X,l,go,l,1,0.5168875532690436,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,691.6197598839644,Y,d,go,d,1,0.5045365348923951,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,693.153428214835,X,l,go,l,1,0.5539876383263618,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,694.7364443768747,Y,d,go,d,1,0.41200474579818547,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,696.1701574106701,X,l,go,l,1,0.49787763226777315,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,697.6867586066946,Y,d,go,d,1,0.4534965844359249,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,699.1700725622941,X,l,go,l,1,0.3948018532246351,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,700.5864348253235,Y,d,go,d,1,0.4652754820417613,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,702.0700978713576,Y,None,nogo,None,1,,702.8698677625507,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,703.8700970956124,X,l,go,l,1,0.382303441176191,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,705.2698925868608,Y,d,go,d,1,0.5343449907377362,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,706.8367511886172,X,l,go,d,0,0.45469318935647607,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,708.3200971442275,Y,d,go,None,0,,709.1200910350308,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,710.1199397624005,Y,None,nogo,None,1,,710.9201096531469,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,711.9197891687509,X,l,go,l,1,0.4615702733863145,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,713.4034434875939,Y,d,go,d,1,0.688154781004414,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,715.1200614592526,X,l,go,l,1,0.49281533411704004,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,716.6365128373727,Y,d,go,d,1,0.43188642361201346,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,718.0866898554377,Y,None,nogo,None,1,,718.8864689585753,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,719.8871715033893,X,l,go,l,1,0.3487665040884167,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,721.2538077537902,Y,d,go,d,1,0.614564064424485,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,722.8871147760656,X,l,go,l,1,0.5176288858056068,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,724.4369329095352,Y,d,go,d,1,0.45541173382662237,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,725.9203055319376,X,l,go,l,1,0.6032438329420984,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,727.5537555841729,X,None,nogo,None,1,,728.3536171116866,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,729.3538314143661,Y,d,go,d,1,0.4498733151704073,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,730.8203104774002,X,l,go,None,0,,731.6204532166012,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,732.6201627925038,Y,d,go,d,1,0.5116933763492852,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,51,0,51,0,,,,,,,51,,,1,734.1537006995641,X,l,go,l,1,0.530893842689693,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,52,0,52,0,,,,,,,52,,,1,735.7035799238365,Y,d,go,d,1,0.4041943291667849,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,53,0,53,0,,,,,,,53,,,1,737.1367882310878,Y,None,nogo,None,1,,737.9367316977587,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,54,0,54,0,,,,,,,54,,,1,738.9368223643396,X,l,go,l,1,0.40355239040218294,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,55,0,55,0,,,,,,,55,,,1,740.3699492169544,Y,d,go,d,1,0.5387895926833153,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,56,0,56,0,,,,,,,56,,,1,741.9367050311994,X,l,go,l,1,0.4429826552513987,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,57,0,57,0,,,,,,,57,,,1,743.4035579117481,X,None,nogo,None,1,,744.2033404088579,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,58,0,58,0,,,,,,,58,,,1,745.2034577419981,Y,d,go,d,1,0.5365689888130873,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,59,0,59,0,,,,,,,59,,,1,746.7702988893725,X,l,go,None,0,,747.5699010230601,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,60,0,60,0,,,,,,,60,,,1,748.5701065987814,X,None,nogo,l,0,0.5457098281476647,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,61,0,61,0,,,,,,,61,,,1,750.1367586553097,Y,d,go,d,1,0.5465486154425889,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,62,0,62,0,,,,,,,62,,,1,751.7032259847037,X,l,go,None,0,,752.5036193905398,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,63,0,63,0,,,,,,,63,,,1,753.5032349058893,Y,d,go,d,1,0.6043308624066412,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,64,0,64,0,,,,,,,64,,,1,755.1367979280185,Y,None,nogo,None,1,,755.9367903643288,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,65,0,65,0,,,,,,,65,,,1,756.9368941218127,X,l,go,l,1,0.4026103306096047,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,66,0,66,0,,,,,,,66,,,1,758.3701358835679,Y,d,go,d,1,0.6179773944895715,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,67,0,67,0,,,,,,,67,,,1,760.0199830108322,X,l,go,l,1,0.5841587607283145,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
,,,,,,,,,,,,0,0,0,0,68,0,68,0,,,,,,,68,,,1,761.6367751401849,Y,d,go,d,1,0.6147715793922544,,,,,,,,,,,,,,,,,3,001,2022-12-14_14h24.57.588,00_bat_bachelor,2022.2.4,60.024155189709255,
