loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,stimulus.stopped,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,1051.590786313871,1051.7911240598187,0.2,1051.7911240598187,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,1053.1920662187622,1053.3922977827315,0.2,1053.3922977827315,Y,d,go,d,1,0.3811200696218293,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,1054.4763919656689,1054.6764000141702,0.2,1054.6764000141702,X,l,go,l,1,0.504717340314528,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,1055.8941273611563,1056.0940045003663,0.2,1056.0940045003663,Y,d,go,d,1,0.3670807764865458,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,1057.1618436293502,1057.3619132536987,0.2,1057.3619132536987,X,l,go,l,1,0.37963352201040834,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,1058.4461019822047,1058.646074636723,0.2,1058.646074636723,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,1060.0472839475551,1060.2475189054967,0.2,1060.2475189054967,Y,d,go,d,1,0.42132134022540413,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,1061.3816776460735,1061.5817787856213,0.2,1061.5817787856213,X,l,go,l,1,0.511651168577373,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,1062.799195344298,1062.9992867868568,0.2,1062.9992867868568,Y,d,go,d,1,0.342126558360178,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0799753890606,None,,1064.0799753890606,1064.0799753890606,space,5.936195786081953,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,1071.0387379957538,X,l,go,l,1,0.20649436107487418,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,1072.3565091246273,Y,d,go,d,1,0.23279403569176793,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,1073.691031793016,X,l,go,l,1,0.22605317740817554,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,1075.0252174912312,Y,d,go,d,1,0.23541755467886105,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,1076.3763840626343,X,l,go,l,1,0.2764551900909282,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,1077.7609116522362,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,1079.5622272420442,Y,d,go,d,1,0.3711855097208172,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,1081.0466885527712,X,l,go,l,1,0.42194970475975424,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,1082.5810345421196,X,None,nogo,l,0,0.31273936410434544,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,1083.9985871494573,Y,d,go,d,1,0.3496533571742475,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,1085.4499972606136,X,l,go,l,1,0.4033363443741109,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,1086.984542038117,Y,d,go,None,0,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,1088.7855715668993,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,1090.5873021876032,X,l,go,l,1,0.4019574332633056,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,1092.104818576714,Y,d,go,d,1,0.5166024485079106,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,1093.723196203442,X,l,go,l,1,0.35259978572139516,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,1095.207603211049,Y,d,go,d,1,0.3731016337114852,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,1096.6922380978067,X,l,go,l,1,0.2647082639450673,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,1098.0597368141753,X,None,nogo,None,1,,,,,,,,,1098.860729494394,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,1099.8613573740877,Y,d,go,d,1,0.5843538198096212,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,1101.5624667575175,X,l,go,l,1,0.2902316950203385,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,1102.9633643103589,X,None,nogo,l,0,0.3459689881710801,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,1104.4141935721564,Y,d,go,d,1,0.36707495828159153,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,1105.8823872228677,X,l,go,l,1,0.274352884007385,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,1107.2670520248066,Y,d,go,d,1,0.3781004288466647,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,1108.7513145473786,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,1110.5526689251128,X,l,go,l,1,0.30903123746975325,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,1111.970314623497,Y,d,go,d,1,0.3625178607471753,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,1113.4380282734928,X,l,go,l,1,0.35110160170006566,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,1114.906051257305,Y,d,go,d,1,0.3877867459959816,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,1116.4070915012271,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,1118.2084856365982,Y,None,nogo,None,1,,,,,,,,,1119.0091360132792,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,1120.009568498761,X,l,go,l,1,0.26010268146637827,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,1121.377430852037,Y,d,go,d,1,0.3634322863363195,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,1122.8454383206554,X,l,go,l,1,0.2872687815979589,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,1124.2463242370868,Y,d,go,d,1,0.3589154312503524,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,1125.7142900086765,Y,None,nogo,None,1,,,,,,,,,1126.514633475832,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,1127.5155997802794,X,l,go,l,1,0.28914757221355103,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,1128.9166423029965,Y,d,go,d,1,0.36006112990435213,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,1130.3844820137892,X,l,go,l,1,0.2681792992807459,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,1131.7688452395378,Y,d,go,d,1,0.3726400572631974,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,1133.253373944317,Y,None,nogo,d,0,0.35945021992665716,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,1134.7211394731712,X,l,go,l,1,0.33249939285451546,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,1136.155490650417,Y,d,go,d,1,0.466259102569893,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,1137.7233271127334,X,l,go,l,1,0.3225517420214601,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,1139.1574567138741,Y,d,go,d,1,0.359753250668291,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,1140.6254632128112,X,l,go,l,1,0.34795396076515317,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,1142.0763506565127,X,None,nogo,None,1,,,,,,,,,1142.8772027304803,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,1143.8780478226254,Y,d,go,d,1,0.5029534589557443,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,1145.4959100546548,X,l,go,l,1,0.3570327618799638,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,1146.9636770380894,Y,d,go,d,1,0.4258270437421743,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,51,0,51,0,,,,,,,51,,,1,1148.4978795120842,Y,None,nogo,None,1,,,,,,,,,1149.298509525106,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,52,0,52,0,,,,,,,52,,,1,1150.2993909809447,Y,None,nogo,None,1,,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,53,0,53,0,,,,,,,53,,,1,1152.1008811164356,X,l,go,l,1,0.2802137410326395,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,54,0,54,0,,,,,,,54,,,1,1153.4853776757082,Y,d,go,d,1,0.4156132107018493,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
,,,,,,,,,,,,0,0,0,0,55,0,55,0,,,,,,,55,,,1,1155.00323927743,X,l,go,l,1,0.2897172700322699,,,,,,,,,,,,,,,,,,63,001,19,w,Psychologie,2023-01-25_09h05.18.746,00_bat_bachelor,2022.2.4,59.913289002238386,
