loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.keys,key_resp_end_screen.rt,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,159.61750370060327,j,16.03421288507525,0,175.67140767446836,176.6852772435086,1,176.6852772435086,X,d,go,d,1,0.5316453711711802,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,177.91839713047375,178.9182662214589,1,178.9182662214589,Y,l,go,l,1,0.298503181169508,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,179.9179515549331,180.91812028213462,1,180.91812028213462,X,d,go,d,1,0.34716546059644315,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,181.96850280315266,182.9683078941598,1,182.9683078941598,Y,l,go,l,1,0.24826175098132808,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,183.91794913070044,184.91826185781974,1,184.91826185781974,Y,None,nogo,d,0,0.23404406091140117,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,186.26836883959186,187.26829368810286,1,187.26829368810286,X,d,go,d,1,0.6202790251554688,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,188.6013233448175,189.60132916299335,1,189.60132916299335,Y,l,go,l,1,0.36718436000228394,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,190.66816500938148,191.66836670624616,1,191.66836670624616,X,d,go,d,1,0.3004091196344234,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,192.68461348625715,193.68480645585805,1,193.68480645585805,X,None,nogo,None,1,,194.48485843159142,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,195.0849502618512,196.08508989814436,1,196.08508989814436,Y,l,go,l,1,0.47645412519341335,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,197.26837514260842,198.26818411239947,1,198.26818411239947,X,d,go,d,1,0.42083572791307233,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,199.40129289634933,200.4013074418035,1,200.4013074418035,Y,l,go,l,1,0.25478295994980726,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,201.36828442750266,202.36796830644016,1,202.36796830644016,Y,None,nogo,None,1,,203.16827240327257,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,203.76828520325944,204.76794241555035,1,204.76794241555035,X,d,go,d,1,0.3368697080295533,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,205.81825366387784,206.818258027517,1,206.818258027517,Y,l,go,l,1,0.3186772319895681,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,223.93505603149242,224.1351616314496,0.2,224.1351616314496,X,d,go,None,0,,224.9349081527762,207.86314042999584,j,16.04516463734035,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,225.5350668921019,225.73504934058292,0.2,225.73504934058292,Y,l,go,l,1,0.3945491952181328,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,226.83508226177946,227.03507925572922,0.2,227.03507925572922,X,d,go,d,1,0.4054500384081621,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,228.1515441689553,228.35183546578628,0.2,228.35183546578628,Y,l,go,l,1,0.2411000574938953,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,229.30168276283075,229.50173502946564,0.2,229.50173502946564,Y,None,nogo,None,1,,230.30178215671913,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,230.90179010822612,231.10144382961153,0.2,231.10144382961153,X,d,go,d,1,0.3549487295676954,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,232.16829470629455,232.3681510942406,0.2,232.3681510942406,Y,l,go,l,1,0.2557739897602005,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,233.3350340193865,233.5349146497465,0.2,233.5349146497465,X,d,go,d,1,0.2418384813790908,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,234.48506206784805,234.6849470618472,0.2,234.6849470618472,Y,l,go,l,1,0.16397330700419843,,,,,,,,,,,,,,,,,32,001,19,w,B. Sc. Psychologie,2023-01-17_13h31.49.531,00_bat_bachelor,2022.2.4,60.04771789228216,
