loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,stimulus.stopped,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,key_resp_end_screen.stopped,image_end_screen.stopped,key_resp_end_screen.keys,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,350.2755986790871,j,32.69354517330066,0,382.9933071482519,384.00779685226735,1,384.00779685226735,X,d,go,d,1,0.2543444755137898,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,384.9747912604944,385.97564653365407,1,385.97564653365407,Y,l,go,d,0,0.30286668083863333,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,386.99334642101894,387.9937663000019,1,387.9937663000019,X,d,go,d,1,0.28373891400406137,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,388.97816289850743,389.9789667776786,1,389.9789667776786,X,None,nogo,l,0,0.18694613978732377,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,391.27956765069393,392.28062316635624,1,392.28062316635624,Y,l,go,d,0,0.6540348511189222,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,393.6481176475645,394.64907910258626,1,394.64907910258626,X,d,go,d,1,0.3487144606770016,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,395.6996119755786,396.70065100636566,1,396.70065100636566,Y,l,go,l,1,0.29712995077716187,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,397.7014354915882,398.7022573101858,1,398.7022573101858,X,d,go,d,1,0.2637849649472628,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,399.669576082204,400.6704745068855,1,400.6704745068855,X,None,nogo,None,1,,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,402.0712877921469,403.07230985324713,1,403.07230985324713,Y,l,go,l,1,0.40610406422638334,,,,,,,,,,,,,,,,,,14,001,22,w,Psychologie,2023-01-11_10h30.35.751,00_bat_bachelor,2022.2.4,60.16747716074206,
