loop_instruction.thisRepN;loop_instruction.thisTrialN;loop_instruction.thisN;loop_instruction.thisIndex;loop_rsi_practice.thisRepN;loop_rsi_practice.thisTrialN;loop_rsi_practice.thisN;loop_rsi_practice.thisIndex;loop_practice.thisRepN;loop_practice.thisTrialN;loop_practice.thisN;loop_practice.thisIndex;loop_exp.thisRepN;loop_exp.thisTrialN;loop_exp.thisN;loop_exp.thisIndex;loop_trials.thisRepN;loop_trials.thisTrialN;loop_trials.thisN;loop_trials.thisIndex;map_condition;map_x_key;map_y_key;key_resp_welcome.started;key_resp_welcome.keys;key_resp_welcome.rt;index;text_empty_rsi_practice.started;text_empty_rsi_practice.stopped;rsi;stimulus.started;stimulus;correct;trial_type;key_resp_trial.keys;key_resp_trial.corr;stimulus.stopped;key_resp_trial.rt;key_resp_instruction_rsi.started;key_resp_instruction_rsi.keys;key_resp_instruction_rsi.rt;key_resp_instruction_rsi.stopped;key_resp_instruction_final.started;key_resp_instruction_final.keys;key_resp_instruction_final.rt;key_resp_break.started;key_resp_break.keys;key_resp_break.rt;key_resp_break.stopped;key_resp_end_screen.started;image_end_screen.started;key_resp_end_screen.stopped;image_end_screen.stopped;key_resp_end_screen.keys;participant;session;Alter;Geschlecht (w/m/d/andere);Studiengang;date;expName;psychopyVersion;frameRate
;;;;0;0;0;0;0;0;0;0;;;;;;;;;0;d;l;11.885.357.141.644.900;j;17.277.627.830.044.300;0;1.205.841.750.864.630;1.206.856.066.494.010;1;1.206.856.066.494.010;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;1;0;1;0;;;;;;;;;;;;;;;1;12.082.571.538.147.100;12.092.578.878.749.600;1;12.092.578.878.749.600;Y;l;go;None;0;12.100.585.973.049.100;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;2;0;2;0;;;;;;;;;;;;;;;2;12.106.589.989.532.300;12.116.597.596.801.000;1;12.116.597.596.801.000;X;d;go;d;1;;0.5346759479143657;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;3;0;3;0;;;;;;;;;;;;;;;3;12.129.108.315.584.000;1.213.911.504.042.910;1;1.213.911.504.042.910;Y;l;go;l;1;;0.36236378899775445;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;4;0;4;0;;;;;;;;;;;;;;;4;12.149.789.881.313.900;12.159.797.246.159.200;1;12.159.797.246.159.200;X;d;go;None;0;12.167.804.548.943.500;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;5;0;5;0;;;;;;;;;;;;;;;5;12.173.808.618.759.500;12.183.816.177.544.000;1;12.183.816.177.544.000;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;6;0;6;0;;;;;;;;;;;;;;;6;12.197.826.362.266.200;12.207.831.181.657.900;1;12.207.831.181.657.900;Y;l;go;l;1;;0.3076219973154366;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;7;0;7;0;;;;;;;;;;;;;;;7;1.221.800.601.308.810;12.228.016.296.719.400;1;12.228.016.296.719.400;X;d;go;d;1;;0.5128393524209969;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;8;0;8;0;;;;;;;;;;;;;;;8;12.240.191.548.998.100;12.250.199.839.903.500;1;12.250.199.839.903.500;Y;l;go;l;1;;0.5816815008292906;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;9;0;9;0;;;;;;;;;;;;;;;9;12.263.042.471.252.200;1.227.305.162.033.880;1;1.227.305.162.033.880;X;d;go;d;1;;0.4086827968712896;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;10;0;10;0;;;;;;;;;;;;;;;10;1.228.439.256.999.170;12.294.397.588.170.800;1;12.294.397.588.170.800;Y;l;go;l;1;;0.46629101131111383;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;11;0;11;0;;;;;;;;;;;;;;;11;1.230.607.504.190.290;12.316.083.982.504.700;1;12.316.083.982.504.700;X;d;go;d;1;;0.4101363718509674;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;12;0;12;0;;;;;;;;;;;;;;;12;12.327.255.603.754.800;1.233.726.537.829.550;1;1.233.726.537.829.550;Y;l;go;l;1;;0.35570245888084173;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;13;0;13;0;;;;;;;;;;;;;;;13;12.347.938.153.726.800;12.357.951.588.872.200;1;12.357.951.588.872.200;X;d;go;d;1;;0.57440926192794;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;0;0;0;0;14;0;14;0;;;;;;;;;;;;;;;14;12.370.794.588.705.700;12.380.802.995.974.600;1;12.380.802.995.974.600;Y;l;go;l;1;;0.38647868641419336;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;0;12.584.454.683.900.600;12.586.454.823.536.900;0.2;12.586.454.823.536.900;X;d;go;d;1;;0.5896722848992795;12.392.065.540.816.900;j;19.214.732.345.426.400;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;1;0;1;0;;;;;;;;;;;;;;;1;12.599.466.671.773.600;1.260.146.812.534.890;0.2;1.260.146.812.534.890;Y;l;go;l;1;;0.3353465899708681;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;2;0;2;0;;;;;;;;;;;;;;;2;12.611.976.527.526.800;1.261.397.742.352.620;0.2;1.261.397.742.352.620;X;d;go;d;1;;0.4761659156647511;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;3;0;3;0;;;;;;;;;;;;;;;3;12.625.817.345.058.300;12.627.820.393.784.200;0.2;12.627.820.393.784.200;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;4;0;4;0;;;;;;;;;;;;;;;4;1.264.182.997.244.640;12.643.832.482.990.600;0.2;12.643.832.482.990.600;Y;l;go;l;1;;0.3229315656935796;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;5;0;5;0;;;;;;;;;;;;;;;5;12.654.173.612.521.800;12.656.175.056.400.200;0.2;12.656.175.056.400.200;X;d;go;d;1;;0.4807147619430907;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;6;0;6;0;;;;;;;;;;;;;;;6;12.668.016.931.870.900;12.670.017.701.809.900;0.2;12.670.017.701.809.900;Y;l;go;l;1;;0.45686847041361034;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;7;0;7;0;;;;;;;;;;;;;;;7;12.681.696.314.329.100;12.683.693.845.481.600;0.2;12.683.693.845.481.600;X;d;go;d;1;;0.4002634069765918;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;8;0;8;0;;;;;;;;;;;;;;;8;12.694.706.140.748.400;12.696.707.671.899.300;0.2;12.696.707.671.899.300;Y;l;go;l;1;;0.3795623261248693;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;9;0;9;0;;;;;;;;;;;;;;;9;12.707.548.486.037.400;12.709.550.720.218.100;0.2;12.709.550.720.218.100;X;d;go;d;1;;0.5840368936187588;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;10;0;10;0;;;;;;;;;;;;;;;10;12.722.394.083.687.600;12.724.392.628.173.200;0.2;12.724.392.628.173.200;Y;l;go;l;1;;0.31440502434270456;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;11;0;11;0;;;;;;;;;;;;;;;11;12.734.568.351.724.300;12.736.567.822.270.400;0.2;12.736.567.822.270.400;X;d;go;d;1;;0.4097712811199017;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;12;0;12;0;;;;;;;;;;;;;;;12;12.747.744.932.002.300;12.749.747.025.577.200;0.2;12.749.747.025.577.200;Y;l;go;l;1;;0.32383241376373917;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;13;0;13;0;;;;;;;;;;;;;;;13;12.760.088.271.472.400;12.762.087.388.078.700;0.2;12.762.087.388.078.700;X;d;go;d;1;;0.43335963337449357;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;1;0;1;0;14;0;14;0;;;;;;;;;;;;;;;14;12.773.431.038.336.700;12.775.433.500.395.700;0.2;12.775.433.500.395.700;Y;l;go;l;1;;0.3792917807586491;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.786.554.333.791.700;None;;12.786.554.333.791.700;12.786.554.333.791.700;space;859.768.294.764.217;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;0;0;0;0;;;;;;;0;;;1;12.882.845.802.256.400;X;d;go;d;1;;0.30947363283485174;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;1;0;1;0;;;;;;;1;;;1;12.897.025.291.139.100;Y;l;go;l;1;;0.36299700080417097;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;2;0;2;0;;;;;;;2;;;1;12.911.703.877.961.800;X;d;go;d;1;;0.36808596801711246;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;3;0;3;0;;;;;;;3;;;1;12.926.548.394.400.700;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;4;0;4;0;;;;;;;4;;;1;12.944.563.028.090.600;Y;l;go;l;1;;0.2816903735511005;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;5;0;5;0;;;;;;;5;;;1;1.295.840.677.410.590;X;d;go;d;1;;0.4812020344543271;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;6;0;6;0;;;;;;;6;;;1;12.974.250.805.212.000;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;7;0;7;0;;;;;;;7;;;1;12.992.265.298.295.500;Y;l;go;l;1;;0.4238522440427914;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;8;0;8;0;;;;;;;8;;;1;13.007.607.142.978.200;X;d;go;d;1;;0.5853227112093009;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;9;0;9;0;;;;;;;9;;;1;13.024.622.853.516.400;Y;l;go;l;1;;0.5007409340469167;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;10;0;10;0;;;;;;;10;;;1;1.304.063.601.908.560;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;11;0;11;0;;;;;;;11;;;1;1.305.864.907.701.840;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;12;0;12;0;;;;;;;12;;;1;13.076.662.105.860.800;X;d;go;d;1;;0.3681630589417182;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;13;0;13;0;;;;;;;13;;;1;13.091.507.082.905.700;Y;l;go;l;1;;0.5153809269540943;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;14;0;14;0;;;;;;;14;;;1;13.107.683.666.577.700;Y;None;nogo;None;1;131.156.919.342.099;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;15;0;15;0;;;;;;;15;;;1;13.125.699.972.994.000;X;d;go;d;1;;0.3118270862614736;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;16;0;16;0;;;;;;;16;;;1;13.139.876.814.605.000;Y;l;go;l;1;;0.4467715056380257;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;17;0;17;0;;;;;;;17;;;1;13.155.392.540.415.600;X;d;go;d;1;;0.5590929057216272;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;18;0;18;0;;;;;;;18;;;1;13.172.401.414.593.300;Y;l;go;l;1;;0.377262206049636;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;19;0;19;0;;;;;;;19;;;1;1.318.724.706.557.750;X;d;go;d;1;;0.509148687531706;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;20;0;20;0;;;;;;;20;;;1;1.320.342.642.258.090;X;None;nogo;None;1;1.321.143.323.566.880;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;21;0;21;0;;;;;;;21;;;1;13.221.440.736.271.300;Y;l;go;l;1;;0.27385328646050766;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;22;0;22;0;;;;;;;22;;;1;13.235.280.705.318.400;X;d;go;d;1;;0.4099055841215886;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;23;0;23;0;;;;;;;23;;;1;13.250.458.554.929.300;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;24;0;24;0;;;;;;;24;;;1;13.268.476.131.648.000;Y;l;go;l;1;;0.2583502636407502;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;25;0;25;0;;;;;;;25;;;1;1.328.215.212.501.700;X;d;go;d;1;;0.3626435464830138;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;26;0;26;0;;;;;;;26;;;1;13.296.829.906.991.900;Y;l;go;l;1;;0.494737058179453;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;27;0;27;0;;;;;;;27;;;1;13.312.842.752.560.900;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;28;0;28;0;;;;;;;28;;;1;13.330.855.825.039.900;Y;l;go;l;1;;0.6448882580734789;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;29;0;29;0;;;;;;;29;;;1;1.334.836.654.139.790;X;d;go;d;1;;0.4771530666621402;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;30;0;30;0;;;;;;;30;;;1;13.364.215.362.804.800;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;31;0;31;0;;;;;;;31;;;1;13.382.226.248.617.500;Y;l;go;l;1;;0.275876073341351;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;32;0;32;0;;;;;;;32;;;1;1.339.606.990.736.030;X;d;go;d;1;;0.4904374238685705;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;33;0;33;0;;;;;;;33;;;1;13.412.082.292.324.000;Y;l;go;l;1;;0.41012376587605104;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;34;0;34;0;;;;;;;34;;;1;13.427.265.038.901.800;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;35;0;35;0;;;;;;;35;;;1;13.445.274.348.958.000;Y;l;go;l;1;;0.41897709493059665;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;36;0;36;0;;;;;;;36;;;1;13.460.621.531.819.900;X;d;go;d;1;;0.420069457963109;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;37;0;37;0;;;;;;;37;;;1;13.475.965.984.986.300;Y;l;go;l;1;;0.3572059732978232;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;38;0;38;0;;;;;;;38;;;1;13.490.645.837.262.800;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;39;0;39;0;;;;;;;39;;;1;13.508.659.438.226.000;X;d;go;d;1;;0.4009276491124183;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;40;0;40;0;;;;;;;40;;;1;13.523.836.366.625.000;Y;l;go;l;1;;0.3862769895349629;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;41;0;41;0;;;;;;;41;;;1;1.353.884.729.752.840;X;d;go;d;1;;0.6128426978248172;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;42;0;42;0;;;;;;;42;;;1;13.556.025.155.866.500;Y;l;go;l;1;;0.3510900975088589;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;43;0;43;0;;;;;;;43;;;1;1.357.070.594.874.850;X;d;go;d;1;;0.40378873859299347;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;44;0;44;0;;;;;;;44;;;1;13.585.882.062.602.900;Y;l;go;l;1;;0.3898638968821615;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;45;0;45;0;;;;;;;45;;;1;13.600.895.408.050.800;X;d;go;d;1;;0.4089261906920001;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;46;0;46;0;;;;;;;46;;;1;13.616.073.897.661.400;Y;l;go;l;1;;0.33079338003881276;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;47;0;47;0;;;;;;;47;;;1;13.630.419.010.706.200;X;d;go;d;1;;0.3512709459173493;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;48;0;48;0;;;;;;;48;;;1;13.645.263.628.963.100;Y;l;go;l;1;;0.3876243827980943;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;49;0;49;0;;;;;;;49;;;1;13.660.273.425.322.300;X;d;go;d;1;;0.3420597988879308;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;50;0;50;0;;;;;;;50;;;1;1.367.478.532.131.640;Y;l;go;l;1;;0.3322741066222079;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;51;0;51;0;;;;;;;51;;;1;13.689.129.440.422.400;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;52;0;52;0;;;;;;;52;;;1;13.707.140.331.083.700;X;d;go;d;1;;0.34321373770944774;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;53;0;53;0;;;;;;;53;;;1;1.372.165.385.131.950;Y;l;go;l;1;;0.4606847109971568;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;0;0;0;0;54;0;54;0;;;;;;;54;;;1;13.737.331.923.717.800;X;d;go;d;1;;0.3164156900602393;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
