loop_instruction.thisRepN;loop_instruction.thisTrialN;loop_instruction.thisN;loop_instruction.thisIndex;loop_rsi_practice.thisRepN;loop_rsi_practice.thisTrialN;loop_rsi_practice.thisN;loop_rsi_practice.thisIndex;loop_practice.thisRepN;loop_practice.thisTrialN;loop_practice.thisN;loop_practice.thisIndex;loop_exp.thisRepN;loop_exp.thisTrialN;loop_exp.thisN;loop_exp.thisIndex;loop_trials.thisRepN;loop_trials.thisTrialN;loop_trials.thisN;loop_trials.thisIndex;map_condition;map_x_key;map_y_key;key_resp_welcome.started;key_resp_welcome.keys;key_resp_welcome.rt;index;text_empty_rsi_practice.started;text_empty_rsi_practice.stopped;rsi;stimulus.started;stimulus;correct;trial_type;key_resp_trial.keys;key_resp_trial.corr;stimulus.stopped;key_resp_trial.rt;key_resp_instruction_rsi.started;key_resp_instruction_rsi.keys;key_resp_instruction_rsi.rt;key_resp_instruction_rsi.stopped;key_resp_instruction_final.started;key_resp_instruction_final.keys;key_resp_instruction_final.rt;key_resp_break.started;key_resp_break.keys;key_resp_break.rt;key_resp_break.stopped;key_resp_end_screen.started;image_end_screen.started;key_resp_end_screen.stopped;image_end_screen.stopped;key_resp_end_screen.keys;participant;session;Alter;Geschlecht (w/m/d/andere);Studiengang;date;expName;psychopyVersion;frameRate
;;;;;;;;;;;;8;0;8;0;231;0;231;0;;;;;;;231;;;1;4.142.192.425.603.680;X;d;go;d;1;;0.4642575577599928;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;232;0;232;0;;;;;;;232;;;1;4.143.760.093.692.100;Y;l;go;l;1;;0.22435415897052735;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;233;0;233;0;;;;;;;233;;;1;4.145.094.989.044.880;X;d;go;d;1;;0.44197393220383674;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;234;0;234;0;;;;;;;234;;;1;414.664.593.762.625;Y;l;go;l;1;;0.29827315342845395;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;235;0;235;0;;;;;;;235;;;1;4.148.046.767.492.480;X;d;go;d;1;;0.321483323990833;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;236;0;236;0;;;;;;;236;;;1;4.149.481.229.827.270;Y;l;go;l;1;;0.4392975698574446;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;237;0;237;0;;;;;;;237;;;1;4.151.032.466.893.370;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;238;0;238;0;;;;;;;238;;;1;4.152.833.880.322.980;X;d;go;d;1;;0.23864263686118647;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;239;0;239;0;;;;;;;239;;;1;4.154.184.806.213.420;Y;l;go;l;1;;0.21552943595452234;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;240;0;240;0;;;;;;;240;;;1;4.155.502.455.029.110;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;241;0;241;0;;;;;;;241;;;1;415.730.390.627.688;X;d;go;d;1;;0.2967100026435219;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;242;0;242;0;;;;;;;242;;;1;415.870.466.971.898;Y;l;go;l;1;;0.271805772325024;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;243;0;243;0;;;;;;;243;;;1;4.160.089.330.380.950;X;d;go;d;1;;0.327582714962773;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;244;0;244;0;;;;;;;244;;;1;4.161.523.807.746.060;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;245;0;245;0;;;;;;;245;;;1;4.163.325.250.751.390;Y;l;go;l;1;;0.29100382362958044;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;246;0;246;0;;;;;;;246;;;1;4.164.725.930.314.680;X;d;go;d;1;;0.34662900876719505;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;247;0;247;0;;;;;;;247;;;1;4.166.177.314.823.140;Y;l;go;l;1;;0.27157789358170703;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;248;0;248;0;;;;;;;248;;;1;4.167.562.052.091.110;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;8;0;8;0;249;0;249;0;;;;;;;249;;;1;4.169.363.454.369.240;X;d;go;d;1;;0.20569671341218054;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;0;0;0;0;;;;;;;0;;;0.2;4.184.791.296.586.040;X;d;go;d;1;;0.36163263785419986;;;;;;;;41.696.913.480.284.200;space;14.873.326.450.353.400;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;1;0;1;0;;;;;;;1;;;0.2;4.185.458.596.626.120;Y;l;go;l;1;;0.2549185077659786;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;2;0;2;0;;;;;;;2;;;0.2;4.186.025.871.017.770;X;d;go;d;1;;0.4065082524321042;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;3;0;3;0;;;;;;;3;;;0.2;4.186.742.920.367.100;X;None;nogo;None;1;41.875.436.094.334;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;4;0;4;0;;;;;;;4;;;0.2;4.187.743.755.760.600;Y;l;go;l;1;;0.22455246187746525;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;5;0;5;0;;;;;;;5;;;0.2;4.188.277.220.229.210;X;d;go;d;1;;0.2827783730463125;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;6;0;6;0;;;;;;;6;;;0.2;4.188.861.329.521.800;Y;l;go;l;1;;0.4039254658273421;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;7;0;7;0;;;;;;;7;;;0.2;4.189.578.531.113.450;X;d;go;d;1;;0.3898949271533638;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;8;0;8;0;;;;;;;8;;;0.2;4.190.279.077.682.870;Y;l;go;l;1;;0.3135846611694433;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;9;0;9;0;;;;;;;9;;;0.2;4.190.896.111.565.520;X;d;go;d;1;;0.36801857413956895;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;10;0;10;0;;;;;;;10;;;0.2;4.191.579.916.809.740;Y;l;go;l;1;;0.340458829945419;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;11;0;11;0;;;;;;;11;;;0.2;4.192.230.570.070.030;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;12;0;12;0;;;;;;;12;;;0.2;4.193.231.279.887.890;X;d;go;d;1;;0.25841959699755535;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;13;0;13;0;;;;;;;13;;;0.2;4.193.798.292.461.430;Y;l;go;l;1;;0.23490542656509206;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;14;0;14;0;;;;;;;14;;;0.2;4.194.348.569.527.960;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;15;0;15;0;;;;;;;15;;;0.2;4.195.349.518.860.860;X;d;go;d;1;;0.25157838815357536;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;16;0;16;0;;;;;;;16;;;0.2;4.195.916.625.010.140;Y;l;go;l;1;;0.26015486888354644;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;17;0;17;0;;;;;;;17;;;0.2;4.196.483.781.583.600;X;d;go;d;1;;0.5091511117643677;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;18;0;18;0;;;;;;;18;;;0.2;4.197.300.803.732.940;Y;l;go;l;1;;0.25193135772133246;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;19;0;19;0;;;;;;;19;;;0.2;4.197.868.094.124.590;X;d;go;d;1;;0.4364781773183495;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;20;0;20;0;;;;;;;20;;;0.2;4.198.618.427.336.500;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;21;0;21;0;;;;;;;21;;;0.2;4.199.619.560.426.910;Y;l;go;l;1;;0.20557259226916358;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;22;0;22;0;;;;;;;22;;;0.2;4.200.136.631.691.360;X;d;go;d;1;;0.29550273052882403;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;23;0;23;0;;;;;;;23;;;0.2;4.200.736.990.188.130;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;24;0;24;0;;;;;;;24;;;0.2;4.201.737.805.218.020;Y;l;go;l;1;;0.29569230612833053;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;25;0;25;0;;;;;;;25;;;0.2;420.233.817.777.544;X;d;go;d;1;;0.3025349695235491;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;26;0;26;0;;;;;;;26;;;0.2;4.202.955.053.597.570;Y;l;go;l;1;;0.437335389025975;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;27;0;27;0;;;;;;;27;;;0.2;4.203.706.031.657.690;X;d;go;d;1;;0.29470127634704113;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;28;0;28;0;;;;;;;28;;;0.2;4.204.306.456.578.720;Y;l;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;29;0;29;0;;;;;;;29;;;0.2;4.205.307.212.941.980;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;30;0;30;0;;;;;;;30;;;0.2;4.206.307.942.638.580;X;d;go;d;1;;0.30118030350422487;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;31;0;31;0;;;;;;;31;;;0.2;42.069.248.160.364.800;Y;l;go;l;1;;0.24324142251862213;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;32;0;32;0;;;;;;;32;;;0.2;42.074.756.390.421.500;Y;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;33;0;33;0;;;;;;;33;;;0.2;4.208.476.175.769.110;X;d;go;d;1;;0.1966363542014733;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;34;0;34;0;;;;;;;34;;;0.2;42.089.765.842.537.700;Y;l;go;l;1;;0.1924918713630177;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;35;0;35;0;;;;;;;35;;;0.2;4.209.476.670.314.320;X;d;go;d;1;;0.3321073187980801;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;36;0;36;0;;;;;;;36;;;0.2;4.210.110.848.915.930;Y;l;go;l;1;;0.4824640944134444;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;37;0;37;0;;;;;;;37;;;0.2;4.210.894.705.505.630;X;d;go;d;1;;0.5143254122813232;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;38;0;38;0;;;;;;;38;;;0.2;421.171.186.971.548;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;39;0;39;0;;;;;;;39;;;0.2;4.212.712.465.109.120;Y;l;go;l;1;;0.3280021087266505;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;40;0;40;0;;;;;;;40;;;0.2;4.213.346.545.771.400;X;d;go;d;1;;0.28616212896304205;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;41;0;41;0;;;;;;;41;;;0.2;4.213.946.887.298.480;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;42;0;42;0;;;;;;;42;;;0.2;4.214.947.741.116.280;Y;l;go;l;1;;0.2849684325628914;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;43;0;43;0;;;;;;;43;;;0.2;4.215.548.185.431.160;X;d;go;d;1;;0.3243385953246616;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;44;0;44;0;;;;;;;44;;;0.2;421.618.182.003.306;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;45;0;45;0;;;;;;;45;;;0.2;4.217.182.785.850.770;Y;l;go;l;1;;0.3541315505281091;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;46;0;46;0;;;;;;;46;;;0.2;42.178.499.758.303.500;X;d;go;d;1;;0.26284674636553973;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;47;0;47;0;;;;;;;47;;;0.2;4.218.417.243.434.050;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;48;0;48;0;;;;;;;48;;;0.2;4.219.418.008.039.760;X;None;nogo;l;0;;0.26233862538356334;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;49;0;49;0;;;;;;;49;;;0.2;4.219.984.951.764.860;Y;l;go;l;1;;0.4002687403699383;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;50;0;50;0;;;;;;;50;;;0.2;4.220.685.279.667.720;X;d;go;d;1;;0.4029872844694182;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;51;0;51;0;;;;;;;51;;;0.2;42.214.024.817.442.400;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;52;0;52;0;;;;;;;52;;;0.2;4.222.403.606.107.340;Y;l;go;l;1;;0.39693201467162;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;53;0;53;0;;;;;;;53;;;0.2;4.223.103.790.980.000;X;d;go;d;1;;0.30493545322678983;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;54;0;54;0;;;;;;;54;;;0.2;4.223.721.158.923.050;Y;l;go;l;1;;0.37501687376061454;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;55;0;55;0;;;;;;;55;;;0.2;42.244.047.343.492.200;X;d;go;d;1;;0.47611112776212394;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;56;0;56;0;;;;;;;56;;;0.2;422.518.898.996.897;X;None;nogo;None;1;4.225.989.616.005.040;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;57;0;57;0;;;;;;;57;;;0.2;4.226.189.744.392.870;Y;l;go;l;1;;0.32353859569411725;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;58;0;58;0;;;;;;;58;;;0.2;4.226.823.502.146.170;X;d;go;d;1;;0.21695731405634433;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;59;0;59;0;;;;;;;59;;;0.2;4.227.340.585.046.970;Y;l;go;l;1;;0.46843064663698897;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;60;0;60;0;;;;;;;60;;;0.2;4.228.124.255.939.790;X;d;go;d;1;;0.276066618738696;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;61;0;61;0;;;;;;;61;;;0.2;4.228.708.282.808.130;Y;l;go;l;1;;0.49261487735202536;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;62;0;62;0;;;;;;;62;;;0.2;42.295.090.256.925.900;X;d;go;d;1;;0.2992918195668608;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;63;0;63;0;;;;;;;63;;;0.2;4.230.109.416.189.370;X;None;nogo;None;1;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;64;0;64;0;;;;;;;64;;;0.2;4.231.110.158.492.050;Y;l;go;l;1;;0.2988801834289916;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;65;0;65;0;;;;;;;65;;;0.2;4.231.710.339.049.510;X;d;go;d;1;;0.1938930827891454;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;66;0;66;0;;;;;;;66;;;0.2;4.232.210.746.564.490;Y;l;go;l;1;;0.2540094173164107;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;67;0;67;0;;;;;;;67;;;0.2;4.232.778.078.653.090;X;d;go;None;0;;;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;68;0;68;0;;;;;;;68;;;0.2;4.233.778.800.107.240;X;None;nogo;l;0;;0.4142386729363352;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;69;0;69;0;;;;;;;69;;;0.2;4.234.495.880.971.720;Y;l;go;l;1;;0.5119869891786948;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
;;;;;;;;;;;;9;0;9;0;70;0;70;0;;;;;;;70;;;0.2;4.235.313.445.181.350;X;d;go;d;1;;0.3511434308020398;;;;;;;;;;;;;;;;;33;1;21;w;Psychologie;2023-01-17_14h59.38.704;00_bat_bachelor;04/02/2022;6.000.369.477.484.890
