loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,0,0,0,0,243,0,243,0,,,,,,,243,,,1,18895.16661131312,X,d,go,None,0,,18895.966665713117,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,244,0,244,0,,,,,,,244,,,1,18896.966686076717,Y,l,go,l,1,0.4285864275880158,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,245,0,245,0,,,,,,,245,,,1,18898.516403143527,Y,None,nogo,None,1,,18899.31645948277,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,246,0,246,0,,,,,,,246,,,1,18900.316546270624,X,d,go,d,1,0.2954238255042583,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,247,0,247,0,,,,,,,247,,,1,18901.716500500916,Y,l,go,l,1,0.20726629230193794,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,248,0,248,0,,,,,,,248,,,1,18903.049824460642,X,d,go,d,1,0.6019754344597459,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,249,0,249,0,,,,,,,249,,,1,18904.766671628226,Y,l,go,l,1,0.4049394086468965,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,0,,,0.2,18978.266329082893,X,d,go,None,0,,18979.06625063438,,,,,,,,18905.31082748552,space,72.72908761515282,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,1,,,0.2,18979.266232113354,Y,l,go,l,1,0.3529302217066288,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,2,,,0.2,18979.932773365872,X,d,go,d,1,0.6469397763721645,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,3,,,0.2,18980.882848541485,X,None,nogo,None,1,,18981.682911668904,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,4,,,0.2,18981.88301823847,Y,l,go,l,1,0.29790479387156665,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,5,,,0.2,18982.482740129577,X,d,go,d,1,0.5140879617538303,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,6,,,0.2,18983.299532460747,Y,l,go,l,1,0.5128351140301675,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,7,,,0.2,18984.11591703468,Y,None,nogo,None,1,,18984.916102828458,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,8,,,0.2,18985.116093034623,X,d,go,d,1,0.3282916883472353,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,9,,,0.2,18985.749388242606,Y,l,go,l,1,0.4143711617216468,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,10,0,10,0,,,,,,,10,,,0.2,18986.46593431942,Y,None,nogo,None,1,,18987.26631065877,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,11,0,11,0,,,,,,,11,,,0.2,18987.465792743722,X,d,go,d,1,0.21736762090586126,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,12,0,12,0,,,,,,,12,,,0.2,18987.999134060927,Y,l,go,l,1,0.35768803767859936,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,13,0,13,0,,,,,,,13,,,0.2,18988.665794586297,X,d,go,d,1,0.4579711405094713,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,14,0,14,0,,,,,,,14,,,0.2,18989.432722214377,Y,l,go,l,1,0.2671959602739662,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,15,0,15,0,,,,,,,15,,,0.2,18990.0158768408,Y,None,nogo,None,1,,18990.816096574068,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,16,0,16,0,,,,,,,16,,,0.2,18991.016097931424,X,d,go,d,1,0.187486908165738,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,17,0,17,0,,,,,,,17,,,0.2,18991.515804355964,Y,l,go,l,1,0.3289515667129308,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,18,0,18,0,,,,,,,18,,,0.2,18992.149446230615,X,d,go,None,0,,18992.949429842643,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,19,0,19,0,,,,,,,19,,,0.2,18993.149454957806,X,None,nogo,None,1,,18993.949622812215,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,20,0,20,0,,,,,,,20,,,0.2,18994.149571806192,Y,l,go,l,1,0.31776417838409543,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,21,0,21,0,,,,,,,21,,,0.2,18994.78276616591,X,d,go,d,1,0.4214712795801461,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,22,0,22,0,,,,,,,22,,,0.2,18995.51607974968,X,None,nogo,None,1,,18996.316114755813,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,23,0,23,0,,,,,,,23,,,0.2,18996.51591926487,Y,l,go,l,1,0.38355032820254564,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,24,0,24,0,,,,,,,24,,,0.2,18997.19914850942,X,d,go,None,0,,18997.99913551542,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,25,0,25,0,,,,,,,25,,,0.2,18998.199228994315,X,None,nogo,None,1,,18998.999255273025,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,26,0,26,0,,,,,,,26,,,0.2,18999.199420509394,Y,l,go,l,1,0.3571353107690811,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,27,0,27,0,,,,,,,27,,,0.2,18999.866186731495,X,d,go,None,0,,19000.665786828613,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,28,0,28,0,,,,,,,28,,,0.2,19000.86609218619,X,None,nogo,None,1,,19001.66611652542,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,29,0,29,0,,,,,,,29,,,0.2,19001.866089761723,Y,l,go,l,1,0.28149752924218774,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,30,0,30,0,,,,,,,30,,,0.2,19002.44949166081,X,d,go,None,0,,19003.24943163665,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,31,0,31,0,,,,,,,31,,,0.2,19003.44919057004,Y,l,go,None,0,,19004.24941709102,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,32,0,32,0,,,,,,,32,,,0.2,19004.449394691037,X,d,go,d,1,0.4499517504591495,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,33,0,33,0,,,,,,,33,,,0.2,19005.199498085072,Y,l,go,l,1,0.4049975904636085,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,34,0,34,0,,,,,,,34,,,0.2,19005.916162464768,X,d,go,d,1,0.648422442143783,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,35,0,35,0,,,,,,,35,,,0.2,19006.86613194365,Y,l,go,l,1,0.5145199615508318,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,36,0,36,0,,,,,,,36,,,0.2,19007.682749244617,Y,None,nogo,None,1,,19008.48251806898,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,37,0,37,0,,,,,,,37,,,0.2,19008.682748274878,X,d,go,d,1,0.21711743902415037,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,38,0,38,0,,,,,,,38,,,0.2,19009.216090561822,Y,l,go,l,1,0.4191275229677558,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,39,0,39,0,,,,,,,39,,,0.2,19009.949370691087,X,d,go,None,0,,19010.749388727592,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,40,0,40,0,,,,,,,40,,,0.2,19010.94940414559,Y,l,go,None,0,,19011.749162303284,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,41,0,41,0,,,,,,,41,,,0.2,19011.949426933657,Y,None,nogo,None,1,,19012.74940133351,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,42,0,42,0,,,,,,,42,,,0.2,19012.949180630734,X,d,go,d,1,0.36728706350550056,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,43,0,43,0,,,,,,,43,,,0.2,19013.63242684491,Y,l,go,l,1,0.2596429942641407,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,44,0,44,0,,,,,,,44,,,0.2,19014.199100024533,Y,None,nogo,d,0,0.332422110484913,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,45,0,45,0,,,,,,,45,,,0.2,19014.83271911135,X,d,go,l,0,0.49922009045258164,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,46,0,46,0,,,,,,,46,,,0.2,19015.632513632765,Y,l,go,d,0,0.48317743139341474,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,47,0,47,0,,,,,,,47,,,0.2,19016.416055070935,Y,None,nogo,None,1,,19017.2160794104,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,48,0,48,0,,,,,,,48,,,0.2,19017.41606864659,X,d,go,d,1,0.4454227830283344,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,49,0,49,0,,,,,,,49,,,0.2,19018.166083313292,Y,l,go,l,1,0.6071705832146108,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,50,0,50,0,,,,,,,50,,,0.2,19019.082456687232,Y,None,nogo,None,1,,19019.882539208513,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,51,0,51,0,,,,,,,51,,,0.2,19020.082744202344,X,d,go,d,1,0.2892997073940933,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,52,0,52,0,,,,,,,52,,,0.2,19020.68242779025,Y,l,go,l,1,0.5057616629637778,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,53,0,53,0,,,,,,,53,,,0.2,19021.49947854574,Y,None,nogo,None,1,,19022.299395733513,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,54,0,54,0,,,,,,,54,,,0.2,19022.499401454814,X,d,go,d,1,0.28925316175445914,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,55,0,55,0,,,,,,,55,,,0.2,19023.099468072876,Y,l,go,l,1,0.34514889237470925,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,56,0,56,0,,,,,,,56,,,0.2,19023.749240363948,X,d,go,None,0,,19024.549404824385,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,57,0,57,0,,,,,,,57,,,0.2,19024.74941103044,X,None,nogo,None,1,,19025.549535733415,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,58,0,58,0,,,,,,,58,,,0.2,19025.749416848645,Y,l,go,None,0,,19026.54910906707,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,59,0,59,0,,,,,,,59,,,0.2,19026.749057091307,X,d,go,d,1,0.5184947475790977,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,60,0,60,0,,,,,,,60,,,0.2,19027.58297232329,Y,l,go,l,1,0.4695260440930724,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,61,0,61,0,,,,,,,61,,,0.2,19028.36607400421,X,d,go,d,1,0.42270327894948423,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,62,0,62,0,,,,,,,62,,,0.2,19029.0993628609,Y,l,go,l,1,0.5368632236495614,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,63,0,63,0,,,,,,,63,,,0.2,19029.94940172136,X,d,go,d,1,0.48672312684357166,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,64,0,64,0,,,,,,,64,,,0.2,19030.749400848756,X,None,nogo,None,1,,19031.549355369993,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,65,0,65,0,,,,,,,65,,,0.2,19031.74941393966,Y,l,go,l,1,0.36667809379287064,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,66,0,66,0,,,,,,,66,,,0.2,19032.416147676995,X,d,go,d,1,0.34015156142413616,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,67,0,67,0,,,,,,,67,,,0.2,19033.06605669507,Y,l,go,l,1,0.40994789102114737,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,68,0,68,0,,,,,,,68,,,0.2,19033.78243937809,X,d,go,d,1,0.5897587130311877,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,69,0,69,0,,,,,,,69,,,0.2,19034.682786093093,X,None,nogo,None,1,,19035.482477826532,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,70,0,70,0,,,,,,,70,,,0.2,19035.682497608475,Y,l,go,l,1,0.40078280470333993,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,71,0,71,0,,,,,,,71,,,0.2,19036.399221139727,X,d,go,d,1,0.4202848558779806,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,72,0,72,0,,,,,,,72,,,0.2,19037.132454238832,Y,l,go,None,0,,19037.932730214437,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,73,0,73,0,,,,,,,73,,,0.2,19038.132720905356,X,d,go,None,0,,19038.932445608545,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,74,0,74,0,,,,,,,74,,,0.2,19039.132734481012,Y,l,go,l,1,0.2800051663070917,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,75,0,75,0,,,,,,,75,,,0.2,19039.715856137685,X,d,go,d,1,0.5284370456356555,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,76,0,76,0,,,,,,,76,,,0.2,19040.549121672986,Y,l,go,l,1,0.5111376603599638,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,77,0,77,0,,,,,,,77,,,0.2,19041.366112792166,X,d,go,d,1,0.36564779141917825,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,78,0,78,0,,,,,,,78,,,0.2,19042.032717074966,Y,l,go,l,1,0.6285271791275591,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,79,0,79,0,,,,,,,79,,,0.2,19042.96605189517,Y,None,nogo,None,1,,19043.765767386183,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,1,0,1,0,80,0,80,0,,,,,,,80,,,0.2,19043.965944743715,X,d,go,d,1,0.19778411532752216,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
