loop_instruction.thisRepN,loop_instruction.thisTrialN,loop_instruction.thisN,loop_instruction.thisIndex,loop_rsi_practice.thisRepN,loop_rsi_practice.thisTrialN,loop_rsi_practice.thisN,loop_rsi_practice.thisIndex,loop_practice.thisRepN,loop_practice.thisTrialN,loop_practice.thisN,loop_practice.thisIndex,loop_exp.thisRepN,loop_exp.thisTrialN,loop_exp.thisN,loop_exp.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,map_condition,map_x_key,map_y_key,key_resp_welcome.started,key_resp_welcome.keys,key_resp_welcome.rt,index,text_empty_rsi_practice.started,text_empty_rsi_practice.stopped,rsi,stimulus.started,stimulus,correct,trial_type,key_resp_trial.keys,key_resp_trial.corr,key_resp_trial.rt,stimulus.stopped,key_resp_instruction_rsi.started,key_resp_instruction_rsi.keys,key_resp_instruction_rsi.rt,key_resp_instruction_rsi.stopped,key_resp_instruction_final.started,key_resp_instruction_final.keys,key_resp_instruction_final.rt,key_resp_break.started,key_resp_break.keys,key_resp_break.rt,key_resp_break.stopped,key_resp_end_screen.started,image_end_screen.started,participant,session,Alter,Geschlecht (w/m/d/andere),Studiengang,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,0,0,0,0,,,,,,,,,0,d,l,18395.87322478858,j,13.861906944774091,0,18409.77556035109,18410.79795209784,1,18410.79795209784,X,d,go,None,0,,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,1,18412.21713831881,18413.218119651778,1,18413.218119651778,Y,l,go,l,1,0.4665665302891284,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,2,18414.400417745113,18415.400234472472,1,18415.400234472472,X,d,go,l,0,0.34739810321480036,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,3,18416.466868137242,18417.466967531014,1,18417.466967531014,Y,l,go,None,0,,18418.267001082655,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,4,18418.86733630672,18419.866883458337,1,18419.866883458337,Y,None,nogo,l,0,0.6169199121650308,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,5,18421.616887943354,18422.61671970086,1,18422.61671970086,X,d,go,d,1,0.5558755779638886,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,6,18423.88317823829,18424.88312684442,1,18424.88312684442,Y,l,go,l,1,0.6418619605246931,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,7,18426.232849826338,18427.23312570504,1,18427.23312570504,X,d,go,None,0,,18428.03311465052,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,8,18428.633065389935,18429.632834117394,1,18429.632834117394,X,None,nogo,d,0,0.6425257178489119,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,9,18431.382825511275,18432.3832541171,1,18432.3832541171,Y,l,go,None,0,,18433.182824638672,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,10,18433.782839862863,18434.783063862706,1,18434.783063862706,X,d,go,None,0,,18435.582920929417,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,11,18436.183099062648,18437.182824153686,1,18437.182824153686,Y,l,go,None,0,,18437.98299006885,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,12,18438.583225414157,18439.583234626334,1,18439.583234626334,Y,None,nogo,d,0,0.1982253270689398,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,13,18440.883121026214,18441.883123935433,1,18441.883123935433,X,d,go,d,1,0.37780633103102446,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,14,18442.966125592124,18443.96663759183,1,18443.96663759183,Y,l,go,l,1,0.3746732415165752,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,0,18463.499944969546,18463.69978584256,0.2,18463.69978584256,X,d,go,d,1,0.5133029925636947,,18445.073387600714,j,18.405864984029904,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,1,18464.916139676934,18465.11663800408,0.2,18465.11663800408,Y,l,go,l,1,0.29661218845285475,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,2,18466.11609497387,18466.316600573715,0.2,18466.316600573715,X,d,go,d,1,0.3118310901336372,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,3,18467.349745285,18467.549793672748,0.2,18467.549793672748,Y,l,go,l,1,0.29547861334867775,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,4,18468.549464460695,18468.749752363656,0.2,18468.749752363656,X,d,go,d,1,0.31192078720778227,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,5,18469.766437446466,18469.966218198184,0.2,18469.966218198184,Y,l,go,l,1,0.51860820222646,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,6,18471.199876266764,18471.39976804843,0.2,18471.39976804843,Y,None,nogo,None,1,,18472.19959893357,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,7,18472.799619006226,18473.000014060643,0.2,18473.000014060643,Y,None,nogo,l,0,0.4775905250571668,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,8,18474.583711716812,18474.78394483193,0.2,18474.78394483193,X,d,go,None,0,,18475.59880019445,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,9,18476.20038681198,18476.400665017776,0.2,18476.400665017776,Y,l,go,None,0,,18477.200370811857,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,10,18477.800549430074,18478.000421333127,0.2,18478.000421333127,Y,None,nogo,l,0,0.5151395977009088,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,11,18479.65049616946,18479.85085970862,0.2,18479.85085970862,X,d,go,d,1,0.5055972991976887,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,12,18481.10038637556,18481.300433308817,0.2,18481.300433308817,Y,l,go,l,1,0.28673195093870163,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,13,18482.317071361467,18482.517177446047,0.2,18482.517177446047,Y,None,nogo,None,1,,18483.317220209865,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,14,18483.917291676393,18484.1174195793,0.2,18484.1174195793,X,d,go,d,1,0.3345908366609365,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18485.25740836002,None,,18485.25740836002,18485.25740836002,space,21.709858533460647,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,0,,,1,18508.00000775745,X,d,go,d,1,0.3563522808253765,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,1,,,1,18509.46642595553,Y,l,go,l,1,0.2979595819488168,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,2,,,1,18510.866634246428,X,d,go,d,1,0.4180332205723971,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,3,,,1,18512.39972198801,Y,l,go,l,1,0.46794689330272377,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,4,,,1,18513.983045341447,X,d,go,d,1,0.5647618765942752,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,5,,,1,18515.649947321275,Y,l,go,l,1,0.49793330300599337,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,6,,,1,18517.249902909156,Y,None,nogo,None,1,,18518.04976870306,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,7,,,1,18519.04975609714,X,d,go,d,1,0.425982792628929,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,8,,,1,18520.58305329294,Y,l,go,l,1,0.3491857387125492,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,9,,,1,18522.033053559717,X,d,go,None,0,,18522.832725414308,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,10,,,1,18523.83309583855,Y,l,go,l,1,0.45957065490074456,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,11,,,1,18525.39978889702,Y,None,nogo,None,1,,18526.199454933638,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,12,,,1,18527.19971723645,X,d,go,d,1,0.22918919078074396,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,13,,,1,18528.533032953506,Y,l,go,l,1,0.3833820859435946,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,14,,,1,18530.016411143588,Y,None,nogo,None,1,,18530.8161266346,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,15,,,1,18531.816386998165,X,d,go,d,1,0.31596733070909977,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,16,,,1,18533.2330563718,Y,l,go,l,1,0.34007689473219216,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,17,,,1,18534.683055668836,X,d,go,d,1,0.3140192104037851,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,18,,,1,18536.099439951824,Y,l,go,l,1,0.28868637420237064,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,19,,,1,18537.49949503038,X,d,go,d,1,0.5525141251273453,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,20,,,1,18539.16615749523,Y,l,go,l,1,0.31078721210360527,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,21,,,1,18540.583042141516,Y,None,nogo,None,1,,18541.382808541646,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,22,,,1,18542.383057268802,X,d,go,d,1,0.29398285667411983,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,23,,,1,18543.783051741542,Y,l,go,l,1,0.2366059145424515,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,24,,,1,18545.13307726872,X,d,go,d,1,0.39052050677128136,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,25,,,1,18546.633045996074,Y,l,go,l,1,0.26679886947385967,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,26,,,1,18547.999714424368,Y,None,nogo,None,1,,18548.79973973334,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,27,,,1,18549.799716945505,X,d,go,d,1,0.2213142856489867,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,28,,,1,18551.132778117433,Y,l,go,l,1,0.1832333344500512,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,29,,,1,18552.416381858755,Y,None,nogo,None,1,,18553.216422198107,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,30,,,1,18554.216042561922,X,d,go,d,1,0.30038624722510576,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,31,0,31,0,,,,,,,31,,,1,18555.63269545068,Y,l,go,l,1,0.27523619891144335,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,32,0,32,0,,,,,,,32,,,1,18557.01638059807,X,d,go,d,1,0.42914739716798067,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,33,0,33,0,,,,,,,33,,,1,18558.54971706681,X,None,nogo,None,1,,18559.349701648578,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,34,0,34,0,,,,,,,34,,,1,18560.349719103193,Y,l,go,None,0,,18561.14987919992,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,35,0,35,0,,,,,,,35,,,1,18562.149793381803,X,d,go,d,1,0.43055297201499343,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,36,0,36,0,,,,,,,36,,,1,18563.68303772947,Y,l,go,l,1,0.41683952417224646,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,37,0,37,0,,,,,,,37,,,1,18565.199399176054,X,d,go,d,1,0.4211357645690441,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,38,0,38,0,,,,,,,38,,,1,18566.733113826253,X,None,nogo,None,1,,18567.5330247113,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,39,0,39,0,,,,,,,39,,,1,18568.532767741708,X,None,nogo,d,0,0.5274862584192306,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,40,0,40,0,,,,,,,40,,,1,18570.166050343774,Y,l,go,l,1,0.3823188135866076,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,41,0,41,0,,,,,,,41,,,1,18571.64934950322,X,d,go,d,1,0.6430871719494462,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,42,0,42,0,,,,,,,42,,,1,18573.39939616993,Y,l,go,l,1,0.3005830957554281,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,43,0,43,0,,,,,,,43,,,1,18574.81652808888,Y,None,nogo,None,1,,18575.61636673147,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,44,0,44,0,,,,,,,44,,,1,18576.616050125565,X,d,go,d,1,0.44459805614314973,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,45,0,45,0,,,,,,,45,,,1,18578.166079434566,Y,l,go,l,1,0.4781165854074061,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,46,0,46,0,,,,,,,46,,,1,18579.749680606183,X,d,go,d,1,0.31786308716982603,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,47,0,47,0,,,,,,,47,,,1,18581.183028274914,Y,l,go,l,1,0.5337509824894369,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,48,0,48,0,,,,,,,48,,,1,18582.81619402836,X,d,go,None,0,,18583.616218852578,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,49,0,49,0,,,,,,,49,,,1,18584.61633618595,Y,l,go,l,1,0.44414617749862373,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,50,0,50,0,,,,,,,50,,,1,18586.166459555505,Y,None,nogo,None,1,,18586.966403895058,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,51,0,51,0,,,,,,,51,,,1,18587.966358804144,Y,None,nogo,None,1,,18588.76632593153,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,52,0,52,0,,,,,,,52,,,1,18589.766014658846,X,d,go,d,1,0.4470853277016431,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,53,0,53,0,,,,,,,53,,,1,18591.316195240477,Y,l,go,l,1,0.3202839344739914,,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
,,,,,,,,,,,,0,0,0,0,54,0,54,0,,,,,,,54,,,1,18592.74952496984,Y,None,nogo,None,1,,18593.54940530937,,,,,,,,,,,,,,80,001,23,w,"Bildungswissenschaften, Psychologie",2023-01-30_13h52.30.466,00_bat_bachelor,2022.2.4,60.039327554746585,
